id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/25095121	10.2307/25095121	Letters to the Editor	Arthur Scherr, Woody Holton, J. Frederick Fausz, Wayne E. Lee, David L. Hostetter, Francis Nesbitt	The Journal of American History	94	2	2007-09-01T00:00:00Z	pp. 668-673	Organization of American Historians	fla			
10.2307/2675109	10.2307/2675109	Oral History and Jewish Life	Ava F. Kahn	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 604-607	Organization of American Historians	fla			
10.2307/2700603	10.2307/2700603	The Great Society after Johnson: The Case of Bilingual Education	Gareth Davies	The Journal of American History	88	4	2002-03-01T00:00:00Z	pp. 1405-1429	Organization of American Historians	fla			
10.2307/2952571	10.2307/2952571	Liberty, Coercion, and the Making of Immigration Historians	Donna R. Gabaccia	The Journal of American History	84	2	1997-09-01T00:00:00Z	pp. 570-575	Organization of American Historians	fla			
10.2307/25094951	10.2307/25094951	Letters to the Editor	Robert W. Gabrick, Paul C. Rosier, Stanley L. Falk, David M. Barrett	The Journal of American History	94	1	2007-06-01T00:00:00Z	pp. 369-371	Organization of American Historians	fla			
10.2307/2567754	10.2307/2567754	Oral History and Labor History: A Historiographic Assessment after Twenty- Five Years	Rick Halpern	The Journal of American History	85	2	1998-09-01T00:00:00Z	pp. 596-610	Organization of American Historians	fla			
10.2307/41510310	10.2307/41510310	Exxon and the Control of Oil	Joseph A. Pratt	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 145-154	Organization of American Historians	fla			
10.2307/2568432	10.2307/2568432	Antiauthoritarianism and Freedom in Early America	Kathleen M. Brown	The Journal of American History	85	1	1998-06-01T00:00:00Z	pp. 77-85	Organization of American Historians	fla			
10.2307/27694559	10.2307/27694559	World History in a Nation-State: The Transnational Disposition in Historical Writing in the United States	Marcus Gräser	The Journal of American History	95	4	2009-03-01T00:00:00Z	pp. 1038-1052	Organization of American Historians	fla			
10.2307/3659618	10.2307/3659618	Affirmative Action from below: Civil Rights, the Building Trades, and the Politics of Racial Equality in the Urban North, 1945-1969	Thomas J. Sugrue	The Journal of American History	91	1	2004-06-01T00:00:00Z	pp. 145-173	Organization of American Historians	fla			
10.2307/2081650	10.2307/2081650	W. E. B. Du Bois and the Formation of Black Opinion in World War I: A Commentary on "The Damnable Dilemma"	Mark Ellis	The Journal of American History	81	4	1995-03-01T00:00:00Z	pp. 1584-1590	Organization of American Historians	fla			
10.2307/41509052	10.2307/41509052	History and Terrorism	Jeffrey Kaplan	The Journal of American History	98	1	2011-06-01T00:00:00Z	pp. 101-105	Organization of American Historians	fla			
10.2307/4485896	10.2307/4485896	Uncoverage: Toward a Signature Pedagogy for the History Survey	Lendol Calder	The Journal of American History	92	4	2006-03-01T00:00:00Z	pp. 1358-1370	Organization of American Historians	fla			
10.2307/25094776	10.2307/25094776	The Army in the Marketplace: Recruiting an All-Volunteer Force	Beth Bailey	The Journal of American History	94	1	2007-06-01T00:00:00Z	pp. 47-74	Organization of American Historians	fla			
10.2307/41510115	10.2307/41510115	Interwoven Economic Histories: American Indians in a Capitalist America	Alexandra Harmon, Colleen O'Neill, Paul C. Rosier	The Journal of American History	98	3	2011-12-01T00:00:00Z	pp. 698-722	Organization of American Historians	fla			
10.2307/2078479	10.2307/2078479	Work in the Woods: Logging the Adirondacks	Langdon G. Wright	The Journal of American History	79	1	1992-06-01T00:00:00Z	pp. 213-216	Organization of American Historians	fla			
10.2307/2078468	10.2307/2078468	"Nous Autres": Reading, Passion, and the Creation of M. Carey Thomas	Helen Lefkowitz Horowitz	The Journal of American History	79	1	1992-06-01T00:00:00Z	pp. 68-95	Organization of American Historians	fla			
10.2307/2080993	10.2307/2080993	Shipwrecked; or, Masculinity Imperiled: Mercantile Representations of Failure and the Gendered Self in Eighteenth-Century Philadelphia	Toby L. Ditz	The Journal of American History	81	1	1994-06-01T00:00:00Z	pp. 51-80	Organization of American Historians	fla			
10.2307/2567585	10.2307/2567585	A Novel Approach: Using Fiction by African American Women to Teach Black Women's History	Beverly A. Bunch-Lyons	The Journal of American History	86	4	2000-03-01T00:00:00Z	pp. 1700-1708	Organization of American Historians	fla			
10.2307/2568430	10.2307/2568430	Tocqueville, Turner, and Turds: Four Stories of Manners in Early America	Michael Zuckerman	The Journal of American History	85	1	1998-06-01T00:00:00Z	pp. 13-42	Organization of American Historians	fla			
10.2307/41510317	10.2307/41510317	"Fetched Up": Unlearned Lessons from the Exxon Valdez	Stephen Haycox	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 219-228	Organization of American Historians	fla			
10.2307/25622298	10.2307/25622298	Lincoln and the Ethics of Emancipation: Universalism, Nationalism, Exceptionalism	Dorothy Ross	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 379-399	Organization of American Historians	fla			
10.2307/3092175	10.2307/3092175	The September 11, 2001, Oral History Narrative and Memory Project: A First Report	Mary Marshall Clark	The Journal of American History	89	2	2002-09-01T00:00:00Z	pp. 569-579	Organization of American Historians	fla			
10.2307/40662818	10.2307/40662818	"Red Cross, Double Cross": Race and America s World War II-Era Blood Donor Service	Thomas A. Guglielmo	The Journal of American History	97	1	2010-06-01T00:00:00Z	pp. 63-90	Organization of American Historians	fla			
10.2307/2675097	10.2307/2675097	The Tribulations of an Old Democracy	Arnaldo Testi	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 415-423	Organization of American Historians	fla			
10.2307/2568606	10.2307/2568606	Transnationalizing American Labor History	Marcel van der Linden	The Journal of American History	86	3	1999-12-01T00:00:00Z	pp. 1078-1092	Organization of American Historians	fla			
10.2307/25095136	10.2307/25095136	Fade to Black: Hurricane Katrina and the Disappearance of Creole New Orleans	Arnold R. Hirsch	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 752-761	Organization of American Historians	fla			
10.2307/4486060	10.2307/4486060	Recreation and Race in the Postwar City: Buffalo's 1956 Crystal Beach Riot	Victoria W. Wolcott	The Journal of American History	93	1	2006-06-01T00:00:00Z	pp. 63-90	Organization of American Historians	fla			
10.2307/2567406	10.2307/2567406	Immigrants, Labor Markets, and the State, a Comparative Approach: France and the United States, 1880-1930	Catherine Collomp	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 41-66	Organization of American Historians	fla			
10.2307/2675108	10.2307/2675108	Potential, Potential, Potential: The Marriage of Oral History and the World Wide Web	Mary A. Larson	The Journal of American History	88	2	2001-09-01T00:00:00Z	pp. 596-603	Organization of American Historians	fla			
10.2307/25095139	10.2307/25095139	The Post-Katrina, Semiseparate World of Gender Politics	Pamela Tyler	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 780-788	Organization of American Historians	fla			
10.2307/25095132	10.2307/25095132	New Orleans Architecture: Building Renewal	Karen Kingsley	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 716-725	Organization of American Historians	fla			
10.2307/3092164	10.2307/3092164	9/11, the Great Game, and the Vision Thing: The Need for (And Elements of) a More Comprehensive Bush Doctrine	Bruce R. Kuniholm	The Journal of American History	89	2	2002-09-01T00:00:00Z	pp. 426-438	Organization of American Historians	fla			
10.2307/4486240	10.2307/4486240	Atlantic Community, Atlantic World: Anti-Americanism between Europe and Africa	David Chidester	The Journal of American History	93	2	2006-09-01T00:00:00Z	pp. 432-436	Organization of American Historians	fla			
10.2307/41510306	10.2307/41510306	Bucking the Odds: Organized Labor in Gulf Coast Oil Refining	Tyler Priest, Michael Botson	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 100-110	Organization of American Historians	fla			
10.2307/25095324	10.2307/25095324	Americans, Germans, and War Crimes: Converging Narratives from "The Good War"	James J. Weingartner	The Journal of American History	94	4	2008-03-01T00:00:00Z	pp. 1164-1183	Organization of American Historians	fla			
10.2307/2078470	10.2307/2078470	Reading the Judicial Canon: Alexander Bickel and the Book of Brandeis	Clyde Spillenger	The Journal of American History	79	1	1992-06-01T00:00:00Z	pp. 125-151	Organization of American Historians	fla			
10.2307/40959912	10.2307/40959912	Letters to the Editor	Richard Newby, Michael M. Topp	The Journal of American History	97	2	2010-09-01T00:00:00Z	pp. 600-601	Organization of American Historians	fla			
10.2307/2945646	10.2307/2945646	Louisiana State Museum	Joseph F. Meany Jr., Karen W. Engelke	The Journal of American History	83	3	1996-12-01T00:00:00Z	pp. 946-952	Organization of American Historians	fla			
10.2307/2675276	10.2307/2675276	The League of the Physically Handicapped and the Great Depression: A Case Study in the New Disability History	Paul K. Longmore, David Goldberger	The Journal of American History	87	3	2000-12-01T00:00:00Z	pp. 888-922	Organization of American Historians	fla			
10.2307/3659443	10.2307/3659443	"Give Earth a Chance": The Environmental Movement and the Sixties	Adam Rome	The Journal of American History	90	2	2003-09-01T00:00:00Z	pp. 525-554	Organization of American Historians	fla			
10.2307/2080994	10.2307/2080994	How Brown Changed Race Relations: The Backlash Thesis	Michael J. Klarman	The Journal of American History	81	1	1994-06-01T00:00:00Z	pp. 81-118	Organization of American Historians	fla			
10.2307/3092545	10.2307/3092545	Whose "Barbarism"? Whose "Treachery"? Race and Civilization in the Unknown United States-Korea War of 1871	Gordon H. Chang	The Journal of American History	89	4	2003-03-01T00:00:00Z	pp. 1331-1365	Organization of American Historians	fla			
10.2307/2944949	10.2307/2944949	Toward a History of Labor and News Work: The Use of Oral Sources in Journalism History	Bonnie Brennen	The Journal of American History	83	2	1996-09-01T00:00:00Z	pp. 571-579	Organization of American Historians	fla			
10.2307/25095133	10.2307/25095133	The Atlantic World and the Road to "Plessy v. Ferguson"	Rebecca J. Scott	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 726-733	Organization of American Historians	fla			
10.2307/25095456	10.2307/25095456	Letters to the Editor	Richard Newby, Rolland Dewing	The Journal of American History	94	4	2008-03-01T00:00:00Z	pp. 1335-1336	Organization of American Historians	fla			
10.2307/2568265	10.2307/2568265	Life, Liberty, and the Pursuit of Linguistic Parity: Multilingual Perspectives on the Declaration of Independence	Eugene Eoyang	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1449-1454	Organization of American Historians	fla			
10.2307/2081441	10.2307/2081441	The Practice of [American] History: A Canadian Curator's Perspective	Adrienne D. Hood	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1011-1019	Organization of American Historians	fla			
10.2307/3092552	10.2307/3092552	"Scholars Will Soon Be Instructed through the Eye": E-Supplements and the Teaching of U.S. History	David Jaffee	The Journal of American History	89	4	2003-03-01T00:00:00Z	pp. 1463-1482	Organization of American Historians	fla			
10.2307/2674728	10.2307/2674728	Presidential Address: Racism, Immigrants, and Political Reform	David Montgomery	The Journal of American History	87	4	2001-03-01T00:00:00Z	pp. 1253-1274	Organization of American Historians	fla			
10.2307/2081175	10.2307/2081175	Sports Talk: Oral History and Its Uses, Problems, and Possibilities for Sport History	Susan K. Cahn	The Journal of American History	81	2	1994-09-01T00:00:00Z	pp. 594-609	Organization of American Historians	fla			
10.2307/3659971	10.2307/3659971	"The Most Wonderful Thing Has Happened to Me in the Army": Psychology, Citizenship, and American Higher Education in World War II	Christopher P. Loss	The Journal of American History	92	3	2005-12-01T00:00:00Z	pp. 864-891	Organization of American Historians	fla			
10.2307/2081442	10.2307/2081442	African-American Museums, History, and the American Ideal	John E. Fleming	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1020-1026	Organization of American Historians	fla			
10.2307/3661071	10.2307/3661071	Letters to the Editor	David Danbom, David M. Esposito, Robert Shaffer, Eric Nellis, Gary J. Kornblith, Bernard Sinsheimer, Patrick Rael, John Thornton, Sterling Stuckey, Clarence E. Walker	The Journal of American History	90	3	2003-12-01T00:00:00Z	pp. 1154-1158	Organization of American Historians	fla			
10.2307/2568091	10.2307/2568091	"Dynamic Syllabi for Dummies": Posting Class Assignments on the World Wide Web	Gary J. Kornblith	The Journal of American History	84	4	1998-03-01T00:00:00Z	pp. 1447-1453	Organization of American Historians	fla			
10.2307/2080790	10.2307/2080790	Dis-Covering the Subject of the "Great Constitutional Discussion," 1786-1789	Carroll Smith-Rosenberg	The Journal of American History	79	3	1992-12-01T00:00:00Z	pp. 841-873	Organization of American Historians	fla			
10.2307/2567038	10.2307/2567038	Rethinking History and the Nation-State: Mexico and the United States	David Thelen	The Journal of American History	86	2	1999-09-01T00:00:00Z	pp. 438-452	Organization of American Historians	fla			
10.2307/25094784	10.2307/25094784	An American Atrocity: The My Lai Massacre Concretized in a Victim's Face	Claude Cookman	The Journal of American History	94	1	2007-06-01T00:00:00Z	pp. 154-162	Organization of American Historians	fla			
10.2307/25095627	10.2307/25095627	Hearing American History	Richard Cullen Rath	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 417-431	Organization of American Historians	fla			
10.2307/2080048	10.2307/2080048	Introduction	Linda Shopes	The Journal of American History	79	2	1992-09-01T00:00:00Z	pp. 588-589	Organization of American Historians	fla			
10.2307/2081449	10.2307/2081449	Historians' Crafts: Common Interests in a Diverse Profession	Myron A. Marty	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1078-1087	Organization of American Historians	fla			
10.2307/2567923	10.2307/2567923	Breaking Through: The Creative Engineer	Richard O'Connor	The Journal of American History	87	1	2000-06-01T00:00:00Z	pp. 177-181	Organization of American Historians	fla			
10.2307/2081465	10.2307/2081465	The Cotton Gin and Its Bittersweet Harvest	William K. Scarborough	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1238-1243	Organization of American Historians	fla			
10.2307/3659445	10.2307/3659445	Interchange: The Practice of History	Drew Faust, Hendrik Hartog, David A. Hollinger, Akira Iriye, Patricia Nelson Limerick, Nell Irvin Painter, David Roediger, Mary Ryan, Alan Taylor	The Journal of American History	90	2	2003-09-01T00:00:00Z	pp. 576-611	Organization of American Historians	fla			
10.2307/40661836	10.2307/40661836	Teaching U.S. History in Russia: Issues, Challenges, and Prospects	Ivan I. Kurilia, Victoria I. Zhuravleva	The Journal of American History	96	4	2010-03-01T00:00:00Z	pp. 1138-1144	Organization of American Historians	fla			
10.2307/2945123	10.2307/2945123	Gone for a Soldier: Transformed by War, 1861-1865	Jim Cullen	The Journal of American History	82	3	1995-12-01T00:00:00Z	pp. 1151-1154	Organization of American Historians	fla			
10.2307/3092551	10.2307/3092551	Building the Better Textbook: The Promises and Perils of E-Publication	Michael J. Guasco	The Journal of American History	89	4	2003-03-01T00:00:00Z	pp. 1458-1462	Organization of American Historians	fla			
10.2307/2952736	10.2307/2952736	Thinking on One's Own: Catholicism in the American Intellectual Imagination, 1928-1960	John T. McGreevy	The Journal of American History	84	1	1997-06-01T00:00:00Z	pp. 97-131	Organization of American Historians	fla			
10.2307/2081438	10.2307/2081438	Commiting History in Public	Edward T. Linenthal	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 986-991	Organization of American Historians	fla			
10.2307/3092343	10.2307/3092343	Rape without Women: Print Culture and the Politicization of Rape, 1765-1815	Sharon Block	The Journal of American History	89	3	2002-12-01T00:00:00Z	pp. 849-868	Organization of American Historians	fla			
10.2307/2567410	10.2307/2567410	The Primacy of Party Reasserted	Michael F. Holt	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 151-157	Organization of American Historians	fla			
10.2307/2079708	10.2307/2079708	Picturing Our Past: Photographs from the Allen Collection	Charles C. Bolton	The Journal of American History	80	1	1993-06-01T00:00:00Z	pp. 216-219	Organization of American Historians	fla			
10.2307/2080419	10.2307/2080419	To Fellow Americanists: A Letter from Slovenia	Matjaz Klemencic	The Journal of American History	80	3	1993-12-01T00:00:00Z	pp. 1031-1034	Organization of American Historians	fla			
10.2307/2080209	10.2307/2080209	"The Art of Hook & Snivey": Political Culture in Upstate New York during the 1790s	Alan Taylor	The Journal of American History	79	4	1993-03-01T00:00:00Z	pp. 1371-1396	Organization of American Historians	fla			
10.2307/40959936	10.2307/40959936	The Northern United States and the Genesis of Racial Lynching: The Lynching of African Americans in the Civil War Era	Michael J. Pfeifer	The Journal of American History	97	3	2010-12-01T00:00:00Z	pp. 621-635	Organization of American Historians	fla			
10.2307/25095135	10.2307/25095135	The Politics of Poverty and History: Racial Inequality and the Long Prelude to Katrina	Kent B. Germany	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 743-751	Organization of American Historians	fla			
10.2307/3092544	10.2307/3092544	Beyond Freedom and Slavery: Autonomy, Virtue, and Resistance in Early American Political Discourse	François Furstenberg	The Journal of American History	89	4	2003-03-01T00:00:00Z	pp. 1295-1330	Organization of American Historians	fla			
10.2307/2568610	10.2307/2568610	Stereophonic Scientific Modernisms: Social Science between Mexico and the United States, 1880s-1930s	Mauricio Tenorio Trillo	The Journal of American History	86	3	1999-12-01T00:00:00Z	pp. 1156-1187	Organization of American Historians	fla			
10.2307/3092346	10.2307/3092346	Delegitimizing Democracy: "Civic Slackers," the Cultural Turn, and the Possibilities of Politics	Liette Gidlow	The Journal of American History	89	3	2002-12-01T00:00:00Z	pp. 922-957	Organization of American Historians	fla			
10.2307/2082193	10.2307/2082193	United States History in Foreign-Language Textbooks: Introduction	Sara Evans, Roy Rosenzweig	The Journal of American History	82	2	1995-09-01T00:00:00Z	p. 640	Organization of American Historians	fla			
10.2307/25095467	10.2307/25095467	"A Wagner Act for Public Employees": Labor's Deferred Dream and the Rise of Conservatism, 1970-1976	Joseph A. McCartin	The Journal of American History	95	1	2008-06-01T00:00:00Z	pp. 123-148	Organization of American Historians	fla			
10.2307/2080411	10.2307/2080411	The Freedmen's Bureau and Local Black Leadership	Richard Lowe	The Journal of American History	80	3	1993-12-01T00:00:00Z	pp. 989-998	Organization of American Historians	fla			
10.2307/3660707	10.2307/3660707	Exciting Emulation: Academies and the Transformation of the Rural North, 1780s-1820s	J. M. Opal	The Journal of American History	91	2	2004-09-01T00:00:00Z	pp. 445-470	Organization of American Historians	fla			
10.2307/2567407	10.2307/2567407	The Architecture of Race in American Immigration Law: A Reexamination of the Immigration Act of 1924	Mae M. Ngai	The Journal of American History	86	1	1999-06-01T00:00:00Z	pp. 67-92	Organization of American Historians	fla			
10.2307/41509048	10.2307/41509048	After Cloven Tongues of Fire: Ecumenical Protestantism and the Modern American Encounter with Diversity	David A. Hollinger	The Journal of American History	98	1	2011-06-01T00:00:00Z	pp. 21-48	Organization of American Historians	fla			
10.2307/3092536	10.2307/3092536	Letters to the Editor	Joan Sangster, Bryan D. Palmer, Madge Dresser, Sue Giles, Gwendolyn Midlo Hall, Donald A. Ritchie	The Journal of American History	89	3	2002-12-01T00:00:00Z	pp. 1185-1188	Organization of American Historians	fla			
10.2307/2080999	10.2307/2080999	Editor's Report: Reviewing Reviewing	Thomas J. Schlereth	The Journal of American History	81	1	1994-06-01T00:00:00Z	pp. 183-187	Organization of American Historians	fla			
10.2307/25095143	10.2307/25095143	"They're Tryin' to Wash Us Away": New Orleans Musicians Surviving Katrina	Bruce Boyd Raeburn	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 812-819	Organization of American Historians	fla			
10.2307/2079698	10.2307/2079698	"We Are Not What We Seem": Rethinking Black Working-Class Opposition in the Jim Crow South	Robin D. G. Kelley	The Journal of American History	80	1	1993-06-01T00:00:00Z	pp. 75-112	Organization of American Historians	fla			
10.2307/2675274	10.2307/2675274	What Happened to Sex Scandals? Politics and Peccadilloes, Jefferson to Kennedy	John H. Summers	The Journal of American History	87	3	2000-12-01T00:00:00Z	pp. 825-854	Organization of American Historians	fla			
10.2307/2674735	10.2307/2674735	Teaching the American History Survey at the Opening of the Twenty-First Century: A Round Table Discussion	Gary Kornblith, Carol Lasser	The Journal of American History	87	4	2001-03-01T00:00:00Z	pp. 1409-1441	Organization of American Historians	fla			
10.2307/3659611	10.2307/3659611	Brown as a Cold War Case	Mary L. Dudziak	The Journal of American History	91	1	2004-06-01T00:00:00Z	pp. 32-42	Organization of American Historians	fla			
10.2307/2079696	10.2307/2079696	Straight Lines and Stability: Mapping the Political Order of the Anglo-American Frontier	Gregory H. Nobles	The Journal of American History	80	1	1993-06-01T00:00:00Z	pp. 9-35	Organization of American Historians	fla			
10.2307/2674731	10.2307/2674731	The Politics of Southern Draft Resistance, 1917-1918: Class, Race, and Conscription in the Rural South	Jeanette Keith	The Journal of American History	87	4	2001-03-01T00:00:00Z	pp. 1335-1361	Organization of American Historians	fla			
10.2307/2081171	10.2307/2081171	Josephine Baker, Racial Protest, and the Cold War	Mary L. Dudziak	The Journal of American History	81	2	1994-09-01T00:00:00Z	pp. 543-570	Organization of American Historians	fla			
10.2307/41509055	10.2307/41509055	Reflections on "Terrorism and the American Experience"	David C. Rapoport	The Journal of American History	98	1	2011-06-01T00:00:00Z	pp. 115-120	Organization of American Historians	fla			
10.2307/25622305	10.2307/25622305	Prospects for "Lincoln 2.5"	Douglas L. Wilson	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 459-461	Organization of American Historians	fla			
10.2307/25095325	10.2307/25095325	Starting Places: Studying How Students Understand History	Scott E. Casper	The Journal of American History	94	4	2008-03-01T00:00:00Z	pp. 1184-1185	Organization of American Historians	fla			
10.2307/3659793	10.2307/3659793	American Indians and Land Monopolies in the Gilded Age	Alexandra Harmon	The Journal of American History	90	1	2003-06-01T00:00:00Z	pp. 106-133	Organization of American Historians	fla			
10.2307/3659615	10.2307/3659615	"The Whole United States Is Southern!": Brown v. Board and the Mystification of Race	Charles M. Payne	The Journal of American History	91	1	2004-06-01T00:00:00Z	pp. 83-91	Organization of American Historians	fla			
10.2307/4486411	10.2307/4486411	Conventional Iconoclasm: The Cultural Work of the Nietzsche Image in Twentieth-Century America	Jennifer Ratner-Rosenhagen	The Journal of American History	93	3	2006-12-01T00:00:00Z	pp. 728-754	Organization of American Historians	fla			
10.2307/2082185	10.2307/2082185	Massive Resistance in the Urban North: Trumbull Park, Chicago, 1953-1966	Arnold R. Hirsch	The Journal of American History	82	2	1995-09-01T00:00:00Z	pp. 522-550	Organization of American Historians	fla			
10.2307/2567047	10.2307/2567047	A Conversation with Lorenzo Meyer about Mexico's Political Transition: From Authoritarianism to What?	David Thelen	The Journal of American History	86	2	1999-09-01T00:00:00Z	pp. 601-612	Organization of American Historians	fla			
10.2307/41510313	10.2307/41510313	Crisis and Continuity in U.S. Oil Politics, 1965-1980	Paul Sabin	The Journal of American History	99	1	2012-06-01T00:00:00Z	pp. 177-186	Organization of American Historians	fla			
10.2307/3092345	10.2307/3092345	"The Art of Killing by Electricity": The Sublime and the Electric Chair	Jürgen Martschukat	The Journal of American History	89	3	2002-12-01T00:00:00Z	pp. 900-921	Organization of American Historians	fla			
10.2307/3660355	10.2307/3660355	An Honor System for Historians?	Emma J. Lapsansky	The Journal of American History	90	4	2004-03-01T00:00:00Z	pp. 1351-1356	Organization of American Historians	fla			
10.2307/2945466	10.2307/2945466	Annotations		The Journal of American History	82	4	1996-03-01T00:00:00Z	pp. 1687-1691	Organization of American Historians	fla			
10.2307/40662986	10.2307/40662986	Letters to the Editor	Thomas F. Jackson, Stewart Burns	The Journal of American History	97	1	2010-06-01T00:00:00Z	pp. 293-294	Organization of American Historians	fla			
10.2307/2081924	10.2307/2081924	Personal Legacy: The Healing of a Nation; Gathered at the Wall: America and the Vietnam Veterans Memorial; Touching Memories: A Photographic Essay on the Vietnam Veterans Memorial	Patrick Hagopian	The Journal of American History	82	1	1995-06-01T00:00:00Z	pp. 158-164	Organization of American Historians	fla			
10.2307/25095630	10.2307/25095630	Interchange: The Promise of Digital History	Daniel J. Cohen, Michael Frisch, Patrick Gallagher, Steven Mintz, Kirsten Sword, Amy Murrell Taylor, William G. Thomas, III, William J. Turkel	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 452-491	Organization of American Historians	fla			
10.2307/25622299	10.2307/25622299	The Not-so-Grand Review: Abraham Lincoln in the "Journal of American History"	Allen C. Guelzo	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 400-416	Organization of American Historians	fla			
10.2307/25095786	10.2307/25095786	Letters to the Editor	Terrie Epstein, Rhodri Jeffreys-Jones	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 630-631	Organization of American Historians	fla			
10.2307/2568269	10.2307/2568269	The Other Suburbanites: African American Suburbanization in the North before 1950	Andrew Wiese	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1495-1524	Organization of American Historians	fla			
10.2307/25094607	10.2307/25094607	Black History Is American History: Teaching African American History in the Twenty-First Century	Allison Dorsey	The Journal of American History	93	4	2007-03-01T00:00:00Z	pp. 1171-1177	Organization of American Historians	fla			
10.2307/2567915	10.2307/2567915	I am the Other: Puerto Rico in the Eyes of North Americans, 1898	Gervasio Luis Garcia	The Journal of American History	87	1	2000-06-01T00:00:00Z	pp. 39-64	Organization of American Historians	fla			
10.2307/25622304	10.2307/25622304	Lincoln, Slavery, and the Nation	Mark E. Neely, Jr.	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 456-458	Organization of American Historians	fla			
10.2307/2081919	10.2307/2081919	Metropolitan Frontiers: Atlanta, 1835-2000.	David Goldfield	The Journal of American History	82	1	1995-06-01T00:00:00Z	pp. 138-141	Organization of American Historians	fla			
10.2307/2568613	10.2307/2568613	The Emergence of Human Rights Politics in the United States	Kenneth Cmiel	The Journal of American History	86	3	1999-12-01T00:00:00Z	pp. 1231-1250	Organization of American Historians	fla			
10.2307/4486244	10.2307/4486244	Interchange: Legacies of the Vietnam War		The Journal of American History	93	2	2006-09-01T00:00:00Z	pp. 452-490	Organization of American Historians	fla			
10.2307/2081648	10.2307/2081648	Art and Authority in Antebellum New York City: The Rise and Fall of the American Art-Union	Rachel N. Klein	The Journal of American History	81	4	1995-03-01T00:00:00Z	pp. 1534-1561	Organization of American Historians	fla			
10.2307/2082183	10.2307/2082183	"The Sacred Rights of the Weak": Pain, Sympathy, and the Culture of Individual Rights in Antebellum America	Elizabeth B. Clark	The Journal of American History	82	2	1995-09-01T00:00:00Z	pp. 463-493	Organization of American Historians	fla			
10.2307/2082198	10.2307/2082198	Consensus and Contradiction in Textbook Treatments of the Sixties	Van Gosse	The Journal of American History	82	2	1995-09-01T00:00:00Z	pp. 658-669	Organization of American Historians	fla			
10.2307/25095626	10.2307/25095626	The Nose Knows: The Sense of Smell in American History	Connie Y. Chiang	The Journal of American History	95	2	2008-09-01T00:00:00Z	pp. 405-416	Organization of American Historians	fla			
10.2307/3660518	10.2307/3660518	Letters to the Editor	James Brewer Stewart, Don R. Gerlach	The Journal of American History	90	4	2004-03-01T00:00:00Z	p. 1561	Organization of American Historians	fla			
10.2307/2080603	10.2307/2080603	Health Security for All? Social Unionism and Universal Health Insurance, 1935-1958	Alan Derickson	The Journal of American History	80	4	1994-03-01T00:00:00Z	pp. 1333-1356	Organization of American Historians	fla			
10.2307/41510121	10.2307/41510121	Political History beyond the Red-Blue Divide	Matthew D. Lassiter	The Journal of American History	98	3	2011-12-01T00:00:00Z	pp. 760-764	Organization of American Historians	fla			
10.2307/25095141	10.2307/25095141	Poverty Is the New Prostitution: Race, Poverty, and Public Housing in Post-Katrina New Orleans	Alecia P. Long	The Journal of American History	94	3	2007-12-01T00:00:00Z	pp. 795-803	Organization of American Historians	fla			
10.2307/2081450	10.2307/2081450	Public Relations and Politics in the Public Schools: Barriers to Academic Preparation for College	Robert A. Lewis, Jr.	The Journal of American History	81	3	1994-12-01T00:00:00Z	pp. 1088-1092	Organization of American Historians	fla			
10.2307/2700785	10.2307/2700785	How the Working Class Saved Capitalism: The New Labor History and The Devil and Miss Jones	Michael Rogin	The Journal of American History	89	1	2002-06-01T00:00:00Z	pp. 87-114	Organization of American Historians	fla			
10.2307/2568256	10.2307/2568256	Tradurre/Tradire: The Declaration of Independence in the Italian Context	Tiziano Bonazzi	The Journal of American History	85	4	1999-03-01T00:00:00Z	pp. 1350-1361	Organization of American Historians	fla			
