id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2698082	10.2307/2698082	The Standardization of Track Gauge on North American Railways, 1830-1890	Douglas J. Puffert	The Journal of Economic History	60	4	2000-12-01T00:00:00Z	pp. 933-960	Cambridge University Press, Economic History Association	fla		Early North American railways chose different track gauges partly on the basis of differing engineering traditions and partly for mutual compatibility. The resulting dynamic process produced nine distinct common-gauge regions by the 1860s. Growing demand for interregional traffic and increasing cooperation among railways yielded incentives to resolve this diversity, and the specific regional pattern of gauges led to selection of 4'8.5 " as the continental standard. The case offers support for aspects of differing views on the role of path dependence in determining features of the economy.	
10.2307/2123816	10.2307/2123816	Learning, Capital Accumulation, and the Transformation of California Agriculture	Paul W. Rhode	The Journal of Economic History	55	4	1995-12-01T00:00:00Z	pp. 773-800	Cambridge University Press, Economic History Association	fla		Between 1890 and 1914, California agriculture rapidly shifted from extensive to intensive crops, emerging as one of the world's major suppliers of Mediterranean products. Based on an analysis of new data on price and quantity movements, this article calls into question the traditional emphasis on changes in transportation, water, and labor market conditions as explanations for California's transformation. It argues that increases in fruit supply outpaced increases in demand and that declining farm interest rates and biological learning played crucial, if relatively neglected, roles in the intensification process.	
10.2307/23018309	10.2307/23018309	Summaries of Doctoral Dissertations	Neil Cummins, James Fenske, Pilar Nogues-Marco, Gergely Baics, Daniel K. Fetter, Marianne Wanamaker, Nathan Sussman, Eric Hilt	The Journal of Economic History	71	2	2011-06-01T00:00:00Z	pp. 465-497	Cambridge University Press, Economic History Association	fla			
10.2307/3875075	10.2307/3875075	Economy and Society in Rural Russia: The Serf Estate of Voshchazhnikovo, 1750-1860	Tracy Dennison	The Journal of Economic History	65	2	2005-06-01T00:00:00Z	pp. 536-539	Cambridge University Press, Economic History Association	fla			
10.2307/3132554	10.2307/3132554	The Limits of Jim Crow: Race and the Provision of Water and Sewerage Services in American Cities, 1880-1925	Werner Troesken	The Journal of Economic History	62	3	2002-09-01T00:00:00Z	pp. 734-772	Cambridge University Press, Economic History Association	fla		This article addresses two related questions. To what extent did cities and towns provide African Americans adequate water and sewer services during the era of Jim Crow (1880-1925)? What motivated local governments to allow African Americans access to water and sewerage services? In light of the treatment African Americans received from state and local governments in areas such as education and police protection, it seems odd that blacks would have received any water and sewer service. Two explanations considered focus on fear of epidemic disease, and variation in the extent of residential segregation over time and across cities.	
10.2307/2566438	10.2307/2566438	Education and Income in the Early Twentieth Century: Evidence from the Prairies	Claudia Goldin, Lawrence F. Katz	The Journal of Economic History	60	3	2000-09-01T00:00:00Z	pp. 782-818	Cambridge University Press, Economic History Association	fla		We present the first estimates of the returns to years of schooling before 1940 using a large sample of individuals (from the 1915 Iowa State Census). The returns to a year of high school or college were substantial in 1915-about 11 percent for all males and in excess of 12 percent for young males. Education enabled individuals to enter lucrative white-collar jobs, but sizable educational wage differentials also existed within occupational groups. Returns were substantial even for those in farming. We find, using U.S. census data, that returns to education decreased between 1915 and 1940 and again during the 1940s.	
10.2307/23256941	10.2307/23256941	Democratic Dividends: Stockholding, Wealth, and Politics in New York, 1791—1826	Eric Hilt, Jacqueline Valentine	The Journal of Economic History	72	2	2012-06-01T00:00:00Z	pp. 332-363	Cambridge University Press, Economic History Association	fla		Using newly collected data, this article compares the wealth and status of New York City households who owned corporate stock to the general population both in 1791, when there were only two corporations in the state, and in 1826, when there were hundreds. The results indicate that although corporate stock was held principally by the city's elite merchants in both periods, share ownership became more widespread over time among less affluent households. In particular, later corporations were owned and managed by investors who were less wealthy than the stockholders of corporations created in earlier, less democratic periods.	
10.2307/2123120	10.2307/2123120	The Role of the Charitable Institution in the Early Modern Dutch Economy: the Case of the Amsterdam Burgerweeshuis	Anne McCants	The Journal of Economic History	52	2	1992-06-01T00:00:00Z	pp. 447-449	Cambridge University Press, Economic History Association	fla			
10.2307/2566619	10.2307/2566619	Economic Integration and Convergence: U.S. Regions, 1840-1987	Sukkoo Kim	The Journal of Economic History	58	3	1998-09-01T00:00:00Z	pp. 659-683	Cambridge University Press, Economic History Association	fla		Between the nineteenth and twentieth centuries, the regions of the United States went from a set of relatively isolated regional economies to an integrated national economy. Economic integration, as well as long-run secular changes in the economic structure associated with economic growth, played an important role in determining U.S. regional industrial structures. Moreover, although differences in regional industrial structures do not explain all the variations in regional income per capita, they played an important role in causing U.S. regional incomes to diverge and converge between the nineteenth and twentieth centuries.	
10.2307/3874914	10.2307/3874914	Time on the Ladder: Career Mobility in Agriculture, 1890-1938	Lee J. Alston, Joseph P. Ferrie	The Journal of Economic History	65	4	2005-12-01T00:00:00Z	pp. 1058-1081	Cambridge University Press, Economic History Association	fla		We explore the dynamics of the agricultural ladder for black farmers in the U.S. South using individual-level data from a retrospective survey conducted in 1938 in Jefferson County, Arkansas. We develop and test hypotheses to explain the time spent as a tenant, sharecropper, and wage laborer. The most striking result of our analysis is the importance of individual characteristics in career mobility. In all periods-pre-World War I; the war years, and subsequent boom; the 1920s; and the Great Depression years-some farmers moved up the agricultural ladder quite rapidly while others remained stuck on a rung.	
10.2307/41353855	10.2307/41353855	Depth to Bedrock and the Formation of the Manhattan Skyline, 1890-1915	Jason Barr, Troy Tassier, Rossen Trendafilov	The Journal of Economic History	71	4	2011-12-01T00:00:00Z	pp. 1060-1077	Cambridge University Press, Economic History Association	fla		New York City historiography holds that Manhattan developed two business centers—downtown and midtown—because the bedrock is close to the surface at these locations, with a bedrock "valley" in between. This article is the first effort to measure the effect of depth to bedrock on construction costs and the location of skyscrapers. We find that while depth to bedrock had a modest effect on costs (up to 7 percent), it had relatively little influence on the location of skyscrapers.	
10.2307/2566627	10.2307/2566627	Work in Progress? The Industrious Revolution	Gregory Clark, Ysbrand Van Der Werf	The Journal of Economic History	58	3	1998-09-01T00:00:00Z	pp. 830-843	Cambridge University Press, Economic History Association	fla			
10.2307/2123557	10.2307/2123557	Women, Marital Status, and Work Opportunities in 1880 Colorado	Elizabeth Herr	The Journal of Economic History	55	2	1995-06-01T00:00:00Z	pp. 339-366	Cambridge University Press, Economic History Association	fla		This study uses a sample drawn from the 1880 Manuscript Census of Colorado to investigate the influence of individual and regional characteristics on the labor force participation rates of both single and married women in areas with different production characteristics. Results show that the determinants of labor force participation differ considerably for single and married women, but they also show strong consistency within each group. Labor force participation rates are also influenced by general economic and social conditions.	
10.2307/3874778	10.2307/3874778	Human Capital and Growth in the Postbellum South: A Separate but Unequal Story	Michelle Connolly	The Journal of Economic History	64	2	2004-06-01T00:00:00Z	pp. 363-399	Cambridge University Press, Economic History Association	fla		This article tests the importance of human capital in explaining convergence across the states from 1880 to 1950. Human capital matters to a state's income level and to its growth rate through technological diffusion. The South, Whose overwhelmingly agricultural society relied more heavily on work experience than formal education, and whose racial discrimination in school resource allocation lowered human capital accumulation of both blacks and whites, presents a unique pattern. The south's low human capital levels following the Civil War and its active postbellum resistance to education reduced its speed of conditional convergence toward the rest of the nation.	
10.2307/2566568	10.2307/2566568	Comments on the Dissertations by Collins, Crothers, and García-Iglesias	Leonard A. Carlson	The Journal of Economic History	59	2	1999-06-01T00:00:00Z	pp. 479-486	Cambridge University Press, Economic History Association	fla			
10.2307/40056403	10.2307/40056403	Running out of Steam: Federal Inspection and Locomotive Safety, 1912-1940	Mark Aldrich	The Journal of Economic History	67	4	2007-12-01T00:00:00Z	pp. 884-916	Cambridge University Press, Economic History Association	fla		Locomotive inspection was among the most important Progressive Era federal workplace regulations. Inspection rules were enforced by a new Bureau of Locomotive Inspection, which claimed credit for subsequent safety improvements. Relying on published and unpublished data this article assesses these claims. Literary sources suggest that the bureau achieved compliance by emphasizing regulatory benefits and that its activities sharply reduced locomotive defects through the 1920s, in part by reducing agency problems. A model for 1923-1932 reinforces this conclusion, but suggests that the safety gains came at high cost. After 1932 safety improvements stagnated, for inspection ran out of steam.	
10.2307/40263969	10.2307/40263969	Abstracts of Posters Presented at the Annual Meeting	Christopher Louis Colvin, Matthew Jaremski, Juan Manuel Puerta, Chao Zhou, Haochi Zheng, Leonardo Weller, Adrian Stoian, Price Fishback, Dongwoo Yoo, Harald Degner, Sonam Gupta, Jeffrey Greenbaum, Jessica Bean, Eline Poelmans, André Martínez Fritscher, Tony Yang, A. Leticia Arroyo Abad	The Journal of Economic History	69	2	2009-06-01T00:00:00Z	pp. 587-592	Cambridge University Press, Economic History Association	fla			
10.2307/2123815	10.2307/2123815	Exogenous or Endogenous Growth? The Industrial Revolution Reconsidered	N. F. R. Crafts	The Journal of Economic History	55	4	1995-12-01T00:00:00Z	pp. 745-772	Cambridge University Press, Economic History Association	fla		The British Industrial Revolution is reviewed in the light of recent developments in modeling economic growth. It is argued that "endogenous innovation" models may be useful in this context particularly for understanding why total factor productivity growth rose only slowly. "Macroinventions" were central to economic development in this period, however, and these are best seen as exogenous technological shocks. Although new growth theorists would easily identify higher growth potential in eighteenth-century Britain than in France, explaining the timing of the acceleration in growth remains elusive. A research agenda to develop further insights from new growth ideas is proposed.	
10.2307/25654072	10.2307/25654072	The German Elections in the 1870s: Why Germany Turned from Liberalism to Protectionism	Sibylle H. Lehmann	The Journal of Economic History	70	1	2010-03-01T00:00:00Z	pp. 146-178	Cambridge University Press, Economic History Association	fla		In 1878 the liberal parties lost enough votes to lose the majority in the parliament which they had defended in the general election just one year before. In this article, the questions of where the voters came from and why the voting changed so crucially within one year are reexamined. The analysis uses a new set of data and makes use of King's algorithm, a tool provided by modern political science. The main finding of this article is that the change towards protectionism was not caused by new, but by floating voters from the agricultural sector.	
10.2307/3132303	10.2307/3132303	Implicit Contracts, the Great Depression, and Institutional Change: A Comparative Analysis of U.S. and Japanese Employment Relations, 1920-1940	Chiaki Moriguchi	The Journal of Economic History	63	3	2003-09-01T00:00:00Z	pp. 625-665	Cambridge University Press, Economic History Association	fla		This article combines a game-theoretic framework and a comparative analysis to study the impact of the Great Depression on private welfare capitalism. Recharacterizing welfare capitalism as an implicit-contract equilibrium, the article documents parallel institutional developments in the United States and Japan in the 1920s and the process of bifurcation thereafter. In the United States, the breach of contract by major employers induced by the depression led to the rise of explicit contracts and legal enforcement institutions. By contrast, the less severe depression in Japan allowed the maintenance of implicit contracts and the formation of complementary labor laws.	
10.2307/2566383	10.2307/2566383	From Sickness to Health: The Twentieth-Century Development of the Demand for Health Insurance	Melissa A. Thomasson	The Journal of Economic History	60	2	2000-06-01T00:00:00Z	pp. 504-508	Cambridge University Press, Economic History Association	fla			
10.2307/2122992	10.2307/2122992	The Demand for Consumer Durables in the United Kingdom in the Interwar Period	Sue Bowden, Paul Turner	The Journal of Economic History	53	2	1993-06-01T00:00:00Z	pp. 244-258	Cambridge University Press, Economic History Association	fla		Distinct diffusion curves are identified by model type and significant differences in regional motor car ownership in the interwar U.K. economy. We assess the viability of applying mass production strategies such as Ford and General Motors pursued in America. Given the demand-side constraints present in the U.K. market, the price reductions made possible by the exploitation of economies of scale were insufficient to create a mass market. Hence, the relatively low levels of ownership achieved can be seen as a rational response to the constraints perceived by firms.	
10.2307/2566846	10.2307/2566846	Chain Migration and Information Networks: Evidence from Nineteenth-Century Hesse-Cassel	Simone A. Wegge	The Journal of Economic History	58	4	1998-12-01T00:00:00Z	pp. 957-986	Cambridge University Press, Economic History Association	fla		Chain migration was an important factor in European migrants' decisions in the nineteenth century. This article demonstrates that previous migrations have long-run effects and continue to impact the decisions of future migrants for many years. Chain migration produces not only more migration but different migrants. Migrants from over 1,300 different German villages are classified as networked and non-networked. The most definitive results from comparing the two types of migrants are the figures on cash assets because they support the model's prediction that socially networked migrants needed less cash than non-networked migrants to accomplish their migration goals.	
10.2307/2123611	10.2307/2123611	The End of European Immigrant Servitude in the United States: An Economic Analysis of Market Collapse, 1772-1835	Farley Grubb	The Journal of Economic History	54	4	1994-12-01T00:00:00Z	pp. 794-824	Cambridge University Press, Economic History Association	fla		Europeans stopped using servitude to finance passage to America sometime in the early nineteenth century, but exactly when and why immigrant servitude disappeared is a mystery. Hypotheses abound, but no consensus has emerged nor have scholars tested hypotheses. In this study, quantitative evidence for the final sixty years of immigrant servitude establishes when and why it disappeared. Servitude did not end because of insufficient demand, legal restrictions, or declines in passage fares. It ended because superior methods of financing migration developed. Chance historical events, however, determined the exact timing of the end.	
10.2307/41353824	10.2307/41353824	The Political Economy of Saving Mothers and Babies: The Politics of State Participation in the Sheppard-Towner Program	Carolyn M. Moehling, Melissa A. Thomasson	The Journal of Economic History	72	1	2012-03-01T00:00:00Z	pp. 75-103	Cambridge University Press, Economic History Association	fla		Enacted in 1922 and repealed in 1929, the Sheppard-Towner program gave federal matching money to states to provide public health education to mothers. We examine variation in state participation in the program, and find that the timing of women's suffrage had an important impact. However, we find that the effect of suffrage was short-lived and did not influence public health spending after the program's repeal. We also find no evidence of a "demonstration effect." On average, the states that continued activities after Sheppard-Towner ended were those that had sizable public health budgets before the program had even begun.	
10.2307/2698086	10.2307/2698086	The First Bank of the United States and the Securities Market Crash of 1792	David J. Cowen	The Journal of Economic History	60	4	2000-12-01T00:00:00Z	pp. 1041-1060	Cambridge University Press, Economic History Association	fla		In 1791 the $10 million capitalization of the First Bank of the United States was vastly greater than the combined capital of all other banks. The Bank had an enormous impact on the economy within two months of opening its doors for business by flooding the market with its discounts and banknotes and then sharply reversing course and curtailing liquidity. Although the added liquidity initially helped push a rising securities market higher, the subsequent drain caused the first U.S. securities-market crash by forcing speculators to sell their stocks. Several reasons are analyzed for the Bank's credit restriction.	
10.2307/2122689	10.2307/2122689	The Wealth Accumulation of Antebellum European Immigrants to the U.S., 1840-60	Joseph P. Ferrie	The Journal of Economic History	54	1	1994-03-01T00:00:00Z	pp. 1-33	Cambridge University Press, Economic History Association	fla		This article explores wealth accumulation among European immigrants who arrived in the United States between 1840 and 1850. It uses a new sample of immigrants linked from passenger-ship records to the 1850 and 1860 federal census manuscripts. These immigrants rapidly accumulated real and personal wealth. Their real wealth grew 10 percent with each year's residence in the United States. This was not because immigrants arriving in the early 1840s were wealthier at arrival than later arrivals, nor was the rapid accumulation of wealth confined to one nationality or occupation. Rather, it reflects these immigrants' abilities to adapt to new circumstances after their arrival.	
10.2307/3875068	10.2307/3875068	Did Turnpike Trusts Increase Transportation Investment in Eighteenth-Century England?	Dan Bogart	The Journal of Economic History	65	2	2005-06-01T00:00:00Z	pp. 439-468	Cambridge University Press, Economic History Association	fla		Turnpike trusts were private organizations that financed road improvements by levying tolls and issuing mortgage debt. They were established by Acts of Parliament throughout the seventeenth, eighteenth, and early nineteenth centuries. The acts transferred authority from parishes to a body of trustees, composed of local landowners and merchants. Parishes financed road improvements with local property taxes; but they could not levy tolls. This article uses a new data set to show that turnpike trusts increased road expenditure, rather than replacing existing or forthcoming parish expenditure. It also illustrates how institutional changes contributed to the process of economic development in England.	
10.2307/4501188	10.2307/4501188	In Memoriam: Ken Sokoloff	Jean-Laurent Rosenthal, Steve Haber, Naomi Lamoreaux, Dora Costa, Latika Chaudhary, Petra Moser, Eric Zolt	The Journal of Economic History	67	3	2007-09-01T00:00:00Z	pp. 810-812	Cambridge University Press, Economic History Association	fla			
10.2307/2123663	10.2307/2123663	Mass Production Conquers the Pool: Firm Organization and the Nature of Competition in the Nineteenth Century	Margaret Levenstein	The Journal of Economic History	55	3	1995-09-01T00:00:00Z	pp. 575-611	Cambridge University Press, Economic History Association	fla		This article uses the records of the Dow Chemical Company to analyze the role of distributors in facilitating collusion in the late nineteenth and early twentieth centuries. It compares collusion in three closely related markets: salt, bromine, and bleach. Where national distributors with well-established reputations had facilitated the entry of small producers into integrated markets, distributors could also facilitate collusion. Mass-producing entrants, like Dow, joined collusive distribution arrangements while improving their innovative production processes. In the longer run, they integrated forward to escape the output restrictions and arms-length relationship with customers imposed by collusive agreements.	
10.2307/4501137	10.2307/4501137	Slave Purchasing Strategies and Shipboard Mortality: Day-to-Day Evidence from the Dutch African Trade, 1751-1797	Simon J. Hogerzeil, David Richardson	The Journal of Economic History	67	1	2007-03-01T00:00:00Z	pp. 160-190	Cambridge University Press, Economic History Association	fla		The mortality of enslaved Africans in the Atlantic crossing has long preoccupied historians but the relationship between slave traders' purchasing strategies and slave mortality rates in transit has escaped close investigation. We address these issues by using records of 39 eighteenth-century voyages of the Dutch Middelburgsche Commercie Compagnie. These allow shipboard mortality rates of enslaved Africans to be estimated. They also reveal previously un-noticed age- and gender-based variations in slave purchase and mortality patterns, which in turn shed light on the relative importance of African and shipboard conditions in determining slave survival rates in the middle passage.	
10.2307/2122888	10.2307/2122888	Interest Rate Controls: The United States in the 1940s	Mark Toma	The Journal of Economic History	52	3	1992-09-01T00:00:00Z	pp. 631-650	Cambridge University Press, Economic History Association	fla		In 1942 the U.S. Treasury and the Federal Reserve agreed to keep the interest rate on long-term government bonds below a ceiling of 2.5 percent. Assuming rational expectations, the ceiling on long-term interest rates can be viewed as a government commitment to low long-run inflation. The Fed also agreed to buy and sell short-term government bonds at a below-market rate of 3/8 percent. This policy did not result in long-run inflation because it was narrowly confined to 3-month Treasury bills.	
10.2307/4501181	10.2307/4501181	Tariff Incidence in America's Gilded Age	Douglas A. Irwin	The Journal of Economic History	67	3	2007-09-01T00:00:00Z	pp. 582-607	Cambridge University Press, Economic History Association	fla		In the late nineteenth century, the United States imposed high tariffs to protect domestic manufacturers from foreign competition. This article examines the magnitude of protection given to import-competing producers and the costs imposed on export-oriented producers by focusing on changes in the domestic prices of traded goods relative to nontraded goods. The results suggest that the 30 percent average import tariff gave about a 17 percent implicit subsidy to import-competing producers and effectively taxed exporters at about 10 percent. Tariffs redistributed large amounts of income (about 8 percent of GDP), but the effect on consumers was roughly neutral.	
10.2307/3132447	10.2307/3132447	A Quantity-Based Annual Index of U.S. Industrial Production, 1790-1915: An Empirical Appraisal of Historical Business-Cycle Fluctuations	Joseph H. Davis	The Journal of Economic History	63	2	2003-06-01T00:00:00Z	pp. 517-522	Cambridge University Press, Economic History Association	fla			
10.2307/3874949	10.2307/3874949	Democratic Opposition to the Fair Labor Standards Act of 1938: Reply to Seltzer	Robert K. Fleck	The Journal of Economic History	64	1	2004-03-01T00:00:00Z	pp. 231-235	Cambridge University Press, Economic History Association	fla			
10.2307/23018271	10.2307/23018271	Sales and Advertising Expenditure for Interwar American Department Stores	Peter M. Scott, James Walker	The Journal of Economic History	71	1	2011-03-01T00:00:00Z	pp. 40-69	Cambridge University Press, Economic History Association	fla		Department stores represented one of the most advertising-intensive sectors of American interwar retailing. Yet it has been argued that a competitive spiral of high advertising spending, to match the challenge of other local department stores, contributed to an inflation of operating costs that eroded long-term competitiveness. We test these claims, using both qualitative archival data and establishment-level national data sets. The quantitative analysis confirms that the relationship between advertising expenditure and sales deteriorated markedly over the period, but indicates that the growing negative impact of retaliatory advertising by rival department stores was less important than contemporaries perceived.	
10.2307/3874859	10.2307/3874859	Unemployment in Interwar Germany: An Analysis of the Labor Market, 1927-1936	Nicholas H. Dimsdale, Nicholas Horsewood, Arthur van Riel	The Journal of Economic History	66	3	2006-09-01T00:00:00Z	pp. 778-808	Cambridge University Press, Economic History Association	fla		This article contributes to the debate on the causes of unemployment in interwar Germany. It applies the Layard-Nickell model of the labor market to interwar data. The results indicate that demand shocks, combined with nominal inertia in the labor market, were important in explaining unemployment. Real wage pressures due to procedures for wage determination were a major influence on unemployment, but were partly offset by movements in other supply-side variables, such as the replacement ratio and the pricing policy of cartels. Demand- and supply-side variables were mutually reinforcing in the Great Depression and in the recovery under the Nazis.	
10.2307/2951047	10.2307/2951047	Proxy Data and Income Estimates: Reply to Pammer	David F. Good	The Journal of Economic History	57	2	1997-06-01T00:00:00Z	pp. 456-463	Cambridge University Press, Economic History Association	fla			
10.2307/2123975	10.2307/2123975	Bridging the Archipelago: Cities and Regional Economies in Brazil, 1870-1920	Ruthanne Deutsch	The Journal of Economic History	56	2	1996-06-01T00:00:00Z	pp. 461-463	Cambridge University Press, Economic History Association	fla			
10.2307/2122639	10.2307/2122639	Manufacturing and the Convergence Hypothesis: What the Long-Run Data Show	Stephen N. Broadberry	The Journal of Economic History	53	4	1993-12-01T00:00:00Z	pp. 772-795	Cambridge University Press, Economic History Association	fla		The commonly accepted chronology for comparative productivity levels, based on GDP data, does not apply to the manufacturing sector, which shows evidence of a much greater degree of stationarity of comparative labor productivity performance among the major industrialized countries of Britain, Germany, and the United States. These results for manufacturing suggest that convergence of GDP per worker must have occurred through trends in other sectors and through compositional effects of structural change. The persistent, large labor productivity gap between the United States and Europe cannot be explained simply by differences in capital per worker, but is related to technological choice.	
10.2307/40056407	10.2307/40056407	The Burden of Early Exposure to Malaria in the United States, 1850-1860: Malnutrition and Immune Disorders	Sok Chul Hong	The Journal of Economic History	67	4	2007-12-01T00:00:00Z	pp. 1001-1035	Cambridge University Press, Economic History Association	fla		This article uses nineteenth-century evidence to calculate the impact of early exposure to malaria-ridden environments on nutritional status and the immune system in America. I estimate the risk of contracting malarial fevers in the 1850s by using correlations between malaria and environmental factors such as climate and geographical features. The study demonstrates that Union Army recruits who spent their early years in malaria-endemic counties were 1.1 inches shorter at enlistment due to malnutrition and were 13 percent more susceptible to infections during the U.S. Civil War as a result of immune disorders than were those from malaria-free regions.	
10.2307/2122640	10.2307/2122640	Institutional Change, Compensating Differentials, and Accident Risk in American Railroading, 1892-1945	Seung-Wook Kim, Price V. Fishback	The Journal of Economic History	53	4	1993-12-01T00:00:00Z	pp. 796-823	Cambridge University Press, Economic History Association	fla		The labor markets in the railroad industry went through extensive institutional changes between 1890 and 1945. Federal laws increased railroad employers' liability for workplace accidents in several stages. Unions expanded to cover more occupations. The federal government set railroad wages during World War I and then mediated and arbitrated a large number of collective bargaining disputes between 1920 and 1945. We examine how these changes in institutions affected compensating differentials for fatal and nonfatal accident risk. The increasing role of unionization and government intervention coincided with a decline in the size of compensating differentials.	
10.2307/2123818	10.2307/2123818	Worker Turnover in the 1920s: What Labor-Supply Arguments Don't Tell Us	Laura J. Owen	The Journal of Economic History	55	4	1995-12-01T00:00:00Z	pp. 822-841	Cambridge University Press, Economic History Association	fla		This article investigates the decline in turnover of manufacturing workers in the United States that occurred in the 1920s. Three labor-supply explanations are evaluated using aggregate data on manufacturing workers and case studies of four manufacturing firms. The labor-supply analysis does not yield a satisfying explanation of the decline in quit rates of manufacturing workers. The suggestion is made that an examination of firms' employment policies is necessary to explain why workers were quitting their jobs less frequently.	
10.2307/3874940	10.2307/3874940	The Measure of Man and Older Age Mortality: Evidence from the Gould Sample	Dora L. Costa	The Journal of Economic History	64	1	2004-03-01T00:00:00Z	pp. 1-23	Cambridge University Press, Economic History Association	fla		This article documents differences in body size between white, black, and Indian mid-nineteenth-century American men and investigates the socioeconomic and demographic determinants of frame size using a unique data set of Civil War soldiers. It finds that over time men have grown taller and heavier and have relatively less abdominal fat, implying that "modern" chronic diseases such as ischemic heart disease were common in the past. Changes in frame size explain almost half of the mortality decline among white men between 1914 and 1988 and predict even sharper declines in older age mortality between 1988 and 2022.	
10.2307/2123122	10.2307/2123122	Mints and Debasements: Monetary Policy in France during the Second Phase of the Hundred Years War: 1400-1425	Nathan Sussman	The Journal of Economic History	52	2	1992-06-01T00:00:00Z	pp. 452-454	Cambridge University Press, Economic History Association	fla			
10.2307/40263968	10.2307/40263968	Abstracts of Papers Presented at the Annual Meeting	Robert Wright, Eric Hilt, Daniel Holt, Noam Yuchtman, Davide Cantoni, Sun Go, Linda Carter, Alan Dye, Lorena Walsh, Steven Nafziger, Gerben Bakker, Carsten Burhop, William Phillips, Wang Yuru, Zhang Li, Debin Ma, Nathan Nunn, Leonard Wantchekon, Warren Whatley, Muriel Petit-Konczyk, Antoine Parent, Timothy Hatton, Richard Martin, Jaret Treber, Melissa Thomasson, John Murray, Patrick Wallis, David Mitch, Gloria Main, Joseph Ferrie, Karen Rolf, Stanley Engerman, Enriqueta Camps, John Brown, Gavin Wright, Margaret Levenstein, Naomi Lamoreaux, Mark Geiger, Julian Alston, Philip Pardey, James Simpson, Lee Alston, Daron Acemoglu, Joel Mokyr, Gary Hamilton, Cheng-Shu Kao, Tanimoto Masayuki, Wen-Kai Lin, Gregory Clark, Neil Cummins, Simone Wegge, Rui Esteves, David Khoudour-Castéras, Alexander Field, Shane Greenstein, Timothy Bresnahan, Rebecca Henderson, James Bessen, Kevin O'Rourke, Sibylle Lehmann, Dan Bogart, Florian Ploeckl	The Journal of Economic History	69	2	2009-06-01T00:00:00Z	pp. 569-586	Cambridge University Press, Economic History Association	fla			
10.2307/2123918	10.2307/2123918	Wage Compression and Wage Inequality Between Black and White Males in the United States, 1940-1960	Thomas N. Maloney	The Journal of Economic History	54	2	1994-06-01T00:00:00Z	pp. 358-381	Cambridge University Press, Economic History Association	fla		The gap between the mean wages of black men and white men in the United States narrowed substantially between 1940 and 1950. There was, however, almost no change in this wage gap between 1950 and 1960. Some of this discontinuity in the path of black progress can be explained by general changes in the wage structure--wage compression in the 1940s and slight expansion in the 1950s. However, most of the gains of the 1940s were driven by race-specific factors, including increasing relative wages controlling for worker characteristics. These race-specific gains ceased in the 1950s.	
10.2307/2123005	10.2307/2123005	Tropical Technology and Mass Production: The Expansion of Cuban Sugar Mills, 1899-1929	Alan Dye	The Journal of Economic History	53	2	1993-06-01T00:00:00Z	pp. 396-399	Cambridge University Press, Economic History Association	fla			
10.2307/3874823	10.2307/3874823	Reply to Thomas Ferguson and Peter Temin's "Comment on 'The German Twin Crisis of 1931'"	Isabel Schnabel	The Journal of Economic History	64	3	2004-09-01T00:00:00Z	pp. 877-878	Cambridge University Press, Economic History Association	fla			
10.2307/2123179	10.2307/2123179	Colonial Currency and the Quantity Theory of Money: A Critique of Smith's Interpretation	Scott Sumner	The Journal of Economic History	53	1	1993-03-01T00:00:00Z	pp. 139-145	Cambridge University Press, Economic History Association	fla			
10.2307/2698198	10.2307/2698198	Tractors, Trains, and Trolleys: Comments on Grove, Schiffman, and Smith	Howard Bodenhorn	The Journal of Economic History	62	2	2002-06-01T00:00:00Z	pp. 560-565	Cambridge University Press, Economic History Association	fla			
10.2307/2697859	10.2307/2697859	Rising Inequality: Trends in the Distribution of Wealth in Industrializing New England	Richard H. Steckel, Carolyn M. Moehling	The Journal of Economic History	61	1	2001-03-01T00:00:00Z	pp. 160-183	Cambridge University Press, Economic History Association	fla		This article assembles new data and methods for studying wealth inequality trends in industrializing America. Inequality grew sharply between 1820 and 1850, leveled off, and increased steadily between 1870 and 1900. Inequality grew due to compositional changes in the population, but also grew within occupations, age groups, and the native-born population. Proposed labor-market explanations are inconsistent with the fact that wealth inequality between occupational groups was declining. Wealth accumulation patterns are also inconsistent with the hypothesis of child default on responsibilities for old-age care. We propose research on a new explanation based on luck, rents, and entrepreneurship.	
10.2307/40263923	10.2307/40263923	Institutions, Competition, and Capital Market Integration in Japan	Kris James Mitchener, Mari Ohnuki	The Journal of Economic History	69	1	2009-03-01T00:00:00Z	pp. 138-171	Cambridge University Press, Economic History Association	fla		Using a newly constructed panel data set, which includes annual estimates of lending rates for 47 Japanese prefectures, we analyze why interest rates converged over the period 1884-1925. We find evidence that technological innovations and institutional changes played an important role in creating a national capital market in Japan. In particular, the diffusion in the use of the telegraph, the growth in commercial branch banking networks, and the development of Bank of Japan's branches reduced interest rate differentials. Bank regulation appears to have played little role in impeding financial market integration.	
10.2307/23256939	10.2307/23256939	Economic History and Economic Policy	Barry Eichengreen	The Journal of Economic History	72	2	2012-06-01T00:00:00Z	pp. 289-307	Cambridge University Press, Economic History Association	fla		"The lessons of history" were widely invoked in 2008/09 as analysts and policymakers sought to make sense of the global financial crisis. Specifically, analogies with the early stages of the Great Depression of the 1930s were widely drawn. Building on work in cognitive science and literature on foreign policy making, this article seeks to account for the influence of this particular historical analogy and asks how it shaped both perceptions and the economic policy response. It asks how historical scholarship might be better organized to inform the process of economic policymaking. It concludes with some reflections on how research in economic history will be reshaped by the crisis.	
