id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/30030864	10.2307/30030864	With Friends like These ...	James T. Fisher	Reviews in American History	25	4	1997-12-01T00:00:00Z	pp. 709-714	The Johns Hopkins University Press	brv	The Vietnam Lobby: The American Friends of Vietnam: 1955-1975|Joseph G. Morgan		
10.2307/2703243	10.2307/2703243	Time to Gather Seeds	Doug Rossinow	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 98-102	The Johns Hopkins University Press	brv	Seeds of the Sixties|Andrew Jamison;Ron Eyerman		
10.2307/2703148	10.2307/2703148	Perry on the Eastern Shore	Jon Kukla	Reviews in American History	20	3	1992-09-01T00:00:00Z	pp. 297-302	The Johns Hopkins University Press	brv	The Formation of a Society on Virginia's Eastern Shore, 1615-1655|James Russell Perry		
10.2307/2703418	10.2307/2703418	In the Grip of Watergate	Susan M. Hartmann	Reviews in American History	21	4	1993-12-01T00:00:00Z	pp. 710-716	The Johns Hopkins University Press	brv	Gerald R. Ford and the Politics of Post-Watergate America|Bernard J. Firestone;Alexej Ugrinsky, Watergate and Afterward: The Legacy of Richard M. Nixon|Leon Friedman;William F. Levantrosser, The Limits of Power: The Nixon and Ford Administrations|John Robert Greene, Watergate in American Memory: How We Remember, Forget, and Reconstruct the Past|Michael Schudson		
10.2307/30030947	10.2307/30030947	What Do Merchants Believe? Trade and Empire in Colonial New York	Eric Hinderaker	Reviews in American History	26	4	1998-12-01T00:00:00Z	pp. 650-655	The Johns Hopkins University Press	brv	Merchants and Empire: Trading in Colonial New York|Cathy Matson		
10.2307/2703218	10.2307/2703218	Decline and Fall	Joseph F. Kett	Reviews in American History	21	2	1993-06-01T00:00:00Z	pp. 309-313	The Johns Hopkins University Press	brv	The Journey of Life: A Cultural History of Aging in America|Thomas R. Cole		
10.2307/2703363	10.2307/2703363	"Kindred Spirits"? Roosevelt, "Extremists," and the Second World War	Patricia M. Clavin	Reviews in American History	22	1	1994-03-01T00:00:00Z	pp. 156-162	The Johns Hopkins University Press	brv	The Juggler: Franklin Roosevelt as Wartime Statesman|Warren F. Kimball, To Save a Nation: American "Extremism," the New Deal and the Coming of World War II|Geoffrey S. Smith		
10.2307/2703314	10.2307/2703314	Rewelding the Historical Framework of Evangelical Reform	James B. Stewart	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 427-431	The Johns Hopkins University Press	brv	Cosmos Crumbling: American Reform and the Religious Imagination|Robert H. Abzug		
10.2307/30030660	10.2307/30030660	History by Affirmation: The End of Democracy	Olivier Zunz	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 299-303	The Johns Hopkins University Press	brv	Self-Rule: A Cultural History of American Democracy|Robert H. Wiebe		
10.2307/2702961	10.2307/2702961	A Sampler of Modernisms	Dorothy Ross	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 121-125	The Johns Hopkins University Press	brv	Modernist Culture in America|Daniel Joseph Singal		
10.2307/2702955	10.2307/2702955	Through the Looking-Glass of Film	David Grimsted	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 86-92	The Johns Hopkins University Press	brv	High-Class Moving Pictures: Lyman H. Howe and the Forgotten Era of Traveling Exhibition, 1880-1920|Charles Musser;Carol Nelson, Babel and Babylon: Spectatorship in American Silent Film|Miriam Hansen		
10.2307/2703402	10.2307/2703402	Incorporating Individuality: Nineteenth-Century Statemaking in the Far West	Steve Potts	Reviews in American History	21	4	1993-12-01T00:00:00Z	pp. 617-621	The Johns Hopkins University Press	brv	Founding the Far West: California, Oregon, and Nevada, 1840-1890|David Alan Johnson		
10.2307/2702788	10.2307/2702788	Energy Environment, and the Federal Bureaucracy	Martin V. Melosi	Reviews in American History	21	3	1993-09-01T00:00:00Z	pp. 494-501	The Johns Hopkins University Press	brv	Chain Reaction: Expert Debate and Public Participation in American Commercial Nuclear Power, 1945-1975|Brian Balogh, Government and Environmental Politics: Essays on Historical Developments since World War Two|Michael J. Lacey, Containing the Atom: Nuclear Regulation in a Changing Environment, 1963-1971|J. Samuel Walker		
10.2307/30030784	10.2307/30030784	Is It Capitalism?	Jonathan A. Glickstein	Reviews in American History	25	2	1997-06-01T00:00:00Z	pp. 276-281	The Johns Hopkins University Press	brv	One Dies, Get Another: Convict Leasing in the American South, 1866-1928|Matthew J. Mancini		
10.2307/30031229	10.2307/30031229	Progressive Politics and American Dreams	Charles L. Ponce de Leon	Reviews in American History	29	2	2001-06-01T00:00:00Z	pp. 281-288	The Johns Hopkins University Press	brv	The Big Tomorrow: Hollywood and the Politics of the American Way|Lary May		
10.2307/2703210	10.2307/2703210	The America of Italian Immigrants: The View from Italy	George E. Pozzetta	Reviews in American History	21	2	1993-06-01T00:00:00Z	pp. 259-266	The Johns Hopkins University Press	brv	A Trade for Leaving: Tradition, Migration, Work, and Community in an Alpine Valley|Patrizia Audenino, Indifferent Socialism: Italian Immigrants and the Socialist Party in the United States During the Early Twentieth Century|Elisabetta Vezzosi		
10.2307/30031042	10.2307/30031042	The American Way of Educating Doctors	Thomas Neville Bonner	Reviews in American History	29	1	2001-03-01T00:00:00Z	pp. 158-164	The Johns Hopkins University Press	brv	Time to Heal: American Medical Education from the Turn of the Century to the Era of Managed Care|Kenneth M. Ludmerer		
10.2307/30031260	10.2307/30031260	Remembrance in the Aftermath of War	Mark Philip Bradley	Reviews in American History	29	4	2001-12-01T00:00:00Z	pp. 621-627	The Johns Hopkins University Press	brv	After Vietnam: Legacies of a Lost War|Charles E. Neu		
10.2307/2703244	10.2307/2703244	The Perpetual Dilemma?	David R. Colburn	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 103-109	The Johns Hopkins University Press	brv	Crusaders in the Courts: How a Dedicated Band of Lawyers Fought for the Civil Rights Revolution|Jack Greenberg, Inside Agitators: White Southerners in the Civil Rights Movement|David Chappell, Race in America: The Struggle for Equality|Herbert Hill;James E. Jones, Jr.		
10.2307/30031234	10.2307/30031234	In Retrospect: David Tyack's "The One Best System"	Harvey Kantor	Reviews in American History	29	2	2001-06-01T00:00:00Z	pp. 319-327	The Johns Hopkins University Press	brv	The One Best System: A History of American Urban Education|David B. Tyack		
10.2307/30031010	10.2307/30031010	Orphanages: The Strength and Weakness of a Macroscopic View	E. Wayne Carp	Reviews in American History	27	1	1999-03-01T00:00:00Z	pp. 105-111	The Johns Hopkins University Press	brv	Second Home: Orphan Asylums and Poor Families in America|Timothy A. Hacsi		
10.2307/2702789	10.2307/2702789	Perception and Paradox in the Cold War	Alex Roland	Reviews in American History	21	3	1993-09-01T00:00:00Z	pp. 502-506	The Johns Hopkins University Press	brv	The Origins of SDI, 1944-1983|Donald R. Baucom		
10.2307/2703273	10.2307/2703273	The Reinvention of Woodrow Wilson	Robert J. McMahon	Reviews in American History	20	1	1992-03-01T00:00:00Z	pp. 90-95	The Johns Hopkins University Press	brv	Woodrow Wilson|August Hecksher		
10.2307/30030663	10.2307/30030663	Neither Fruitful nor Multiplying	Anne M. Boylan	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 316-320	The Johns Hopkins University Press	brv	Barren in the Promised Land: Childless Americans and the Pursuit of Happiness|Elaine Tyler May		
10.2307/2703102	10.2307/2703102	Public Speaking	Mary Kupiec Cayton	Reviews in American History	20	2	1992-06-01T00:00:00Z	pp. 205-210	The Johns Hopkins University Press	brv	Democratic Eloquence: The Fight Over Popular Speech in Nineteenth-Century America|Kenneth Cmiel, Transforming Free Speech: The Ambiguous Legacy of Civil Libertarianism|Mark A. Graber		
10.2307/30031047	10.2307/30031047	Robert G. Albion's "The Rise of New York Port, 1815-1860"	Clifton Hood	Reviews in American History	27	2	1999-06-01T00:00:00Z	pp. 171-179	The Johns Hopkins University Press	brv	The Rise of New York Port, 1815-1860|Robert Greenhalgh Albion		
10.2307/30030990	10.2307/30030990	Encountering Colonialism	Ronald Spector	Reviews in American History	29	3	2001-09-01T00:00:00Z	pp. 455-459	The Johns Hopkins University Press	brv	Imagining Vietnam and America: The Making of Postcolonial Vietnam, 1919-1950|Mark Philip Bradley		
10.2307/2703003	10.2307/2703003	Jewish Geography	Jenna Weissman Joselit	Reviews in American History	23	4	1995-12-01T00:00:00Z	pp. 739-743	The Johns Hopkins University Press	brv	To the Golden Cities: Pursuing the American Jewish Dream in Miami and L.A.|Deborah Dash Moore		
10.2307/30031064	10.2307/30031064	New Wave Sixties Historiography	David Farber	Reviews in American History	27	2	1999-06-01T00:00:00Z	pp. 298-305	The Johns Hopkins University Press	brv	The Politics of Authenticity: Liberalism, Christianity, and the New Left in America|Doug Rossinow		
10.2307/30031209	10.2307/30031209	Cultural Freedom versus Cultural Spin	Michael Wreszin	Reviews in American History	28	4	2000-12-01T00:00:00Z	pp. 607-614	The Johns Hopkins University Press	brv	The Cultural Cold War: The CIA and the World of Arts and Letters|Francis Stonor Saunders		
10.2307/2702971	10.2307/2702971	The Invention of Race: Rereading White Over Black	James Campbell, James Oakes	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 172-183	The Johns Hopkins University Press	brv	White Over Black|Winthrop Jordan		
10.2307/30030904	10.2307/30030904	The Atomic Bomb Casualty Commission: Science Constrained by Culture or by Nature?	Dan Guttman	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 415-420	The Johns Hopkins University Press	brv	Suffering Made Real: American Science and the Survivors at Hiroshima|Susan M. Lindee		
10.2307/30031032	10.2307/30031032	Rethinking New Thought	Patricia R. Hill	Reviews in American History	29	1	2001-03-01T00:00:00Z	pp. 85-92	The Johns Hopkins University Press	brv	Each Mind a Kingdom: American Women, Sexual Purity, and the New Thought Movement, 1875-1920|Beryl Satter		
10.2307/30030795	10.2307/30030795	Kennan's Century	Anders Stephanson	Reviews in American History	25	2	1997-06-01T00:00:00Z	pp. 341-345	The Johns Hopkins University Press	brv	At a Century's Ending: Reflections 1982-1995|George F. Kennan		
10.2307/2702715	10.2307/2702715	Richard P. McCormick and the Second American Party System	Lex Renda	Reviews in American History	23	2	1995-06-01T00:00:00Z	pp. 378-389	The Johns Hopkins University Press	brv	The Second American Party System: Party Formation in the Jacksonian Era (1966)|Richard P. McCormick		
10.2307/2702816	10.2307/2702816	The Scholar-Activist and the Challenge of Social Change: W. E. B. Du Bois and Race in America	Quintard Taylor	Reviews in American History	22	4	1994-12-01T00:00:00Z	pp. 662-667	The Johns Hopkins University Press	brv	W. E. B. Du Bois: Biography of a Race, 1868-1919|David Levering Lewis		
10.2307/2703356	10.2307/2703356	Terminology Counts, "Terman" Ly Stupid	Burton J. Bledstein	Reviews in American History	22	1	1994-03-01T00:00:00Z	pp. 113-118	The Johns Hopkins University Press	brv	The Definition of a Profession: The Authority of Metaphor in the History of Intelligence Testing, 1890-1930|JoAnne Brown		
10.2307/30031157	10.2307/30031157	The Seen, the Unseen, and the Obscene: Pre-Code Hollywood	Steven J. Ross	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 270-277	The Johns Hopkins University Press	brv	Pre-Code Hollywood: Sex, Immorality, and Insurrection in American Cinema, 1930-1934|Thomas Doherty		
10.2307/2703276	10.2307/2703276	Life, Baseball, and the Intellectuals	Edward Pessen	Reviews in American History	20	1	1992-03-01T00:00:00Z	pp. 111-116	The Johns Hopkins University Press	brv	Cooperstown Symposium on Baseball and the American Culture, 1989|Alvin L. Hall, To Every Thing a Season: Shibe Park and Urban Philadelphia, 1909-1976|Bruce Kuklick		
10.2307/30030891	10.2307/30030891	The Construction of the Self in Colonial America	Daniel Walker Howe	Reviews in American History	26	2	1998-06-01T00:00:00Z	pp. 339-344	The Johns Hopkins University Press	brv	Through a Glass Darkly: Reflections on Personal Identity in Early America|Ronald Hoffman;Mechal Sobel;Fredrika J. Teute		
10.2307/30030922	10.2307/30030922	Power and Place: Gender, Greed, and the Creole French Elite	Samuel C. Hyde Jr.	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 516-520	The Johns Hopkins University Press	brv	Intimate Enemies: The Two Worlds of the Baroness De Pontalba|Christina Vella		
10.2307/2702957	10.2307/2702957	Bad in the Teeth? Ruminations on 1919	Ronald Story	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 101-105	The Johns Hopkins University Press	brv	Pretty Bubbles in the Air: America in 1919|William D. Miller		
10.2307/30030769	10.2307/30030769	Money Isn't Everything	Robert M. Crunden	Reviews in American History	25	2	1997-06-01T00:00:00Z	pp. 189-193	The Johns Hopkins University Press	brv	Poor Richard's Principle: Recovering the American Dream through the Moral Dimension of Work, Business, and Money|Robert Wuthnow		
10.2307/30030659	10.2307/30030659	Morality and Power in the Modern Administrative State	James A. Henretta	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 293-298	The Johns Hopkins University Press	brv	The Return of George Sutherland: Restoring a Jurisprudence of Natural Rights|Hadley Arkes		
10.2307/30030759	10.2307/30030759	Just One Word: Plastics	John Raeburn	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 140-145	The Johns Hopkins University Press	brv	American Plastics: A Cultural History|Jeffrey L. Meikle		
10.2307/2702948	10.2307/2702948	The Art of Compromise and the Right of Self-Creation	John Lauritz Larson	Reviews in American History	21	1	1993-03-01T00:00:00Z	pp. 45-50	The Johns Hopkins University Press	brv	The Union as It is: Constitutional Unionism and Sectional Compromise, 1787-1861|Peter B. Knupfer		
10.2307/30030650	10.2307/30030650	The Vital Center	Richard H. King	Reviews in American History	24	2	1996-06-01T00:00:00Z	pp. 232-237	The Johns Hopkins University Press	brv	The Southern Tradition: The Achievement and Limitations of an American Conservatism|Eugene D. Genovese		
10.2307/30031060	10.2307/30031060	Babbitt Who? The Decline of Small-Town America	Amy S. Greenberg	Reviews in American History	27	2	1999-06-01T00:00:00Z	pp. 267-274	The Johns Hopkins University Press	brv	Main Street Blues: The Decline of Small-Town America|Richard O. Davies		
10.2307/2702901	10.2307/2702901	Regional Cities or a Region of New Cities?	Robert B. Fairbanks	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 300-304	The Johns Hopkins University Press	brv	Magic Lands: Western Cityscapes and American Culture after 1940|John M. Findlay		
10.2307/2702893	10.2307/2702893	Just the Facts, Please	Joseph F. Kett	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 258-263	The Johns Hopkins University Press	brv	Literacy in the United States: Readers and Reading since 1880|Carl F. Kaestle;Helen Damon-Moore;Lawrence C. Stedman;Katherine Tinsley;William Vance Trollinger, Jr.		
10.2307/2702903	10.2307/2702903	Both Sides of Creation: The Public and Private Careers of Dean Acheson	Randy Roberts	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 310-315	The Johns Hopkins University Press	brv	Dean Acheson: The Cold War Years, 1953-71|Douglas Brinkley, Controlling the Waves: Dean Acheson and U.S. Foreign Policy in Asia|Ronald McGlothlen		
10.2307/2703413	10.2307/2703413	Liberalism Rediscovered	David Burner	Reviews in American History	21	4	1993-12-01T00:00:00Z	pp. 681-686	The Johns Hopkins University Press	brv	Liberalism and its Challengers: From FDR to Bush|Alonzo L. Hamby, Right Center Left: Essays in American History|Leo P. Ribuffo, Liberalism and American Identity|Patrick M. Garry		
10.2307/30031041	10.2307/30031041	The Cultural Turn in Cold War Studies	Robert Griffith	Reviews in American History	29	1	2001-03-01T00:00:00Z	pp. 150-157	The Johns Hopkins University Press	brv	Cold War Constructions: The Political Culture of United States Imperialism, 1945-1966|Christian G. Appy, To Lead the Free World: American Nationalism and the Cultural Roots of the Cold War|John Fousek		
10.2307/30031080	10.2307/30031080	Father George, Father Abraham, and Their Boys	George C. Rable	Reviews in American History	27	3	1999-09-01T00:00:00Z	pp. 414-420	The Johns Hopkins University Press	brv	Lincoln's Men: How President Lincoln Became Father to an Army and a Nation|William C. Davis		
10.2307/30030921	10.2307/30030921	Racism and the Craft of History	Martha Hodes	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 510-515	The Johns Hopkins University Press	brv	Thomas Jefferson and Sally Hemings: An American Controversy|Annette Gordon-Reed		
10.2307/30031155	10.2307/30031155	The Contraction of Freedom	Ariela J. Gross	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 255-262	The Johns Hopkins University Press	brv	From Bondage to Contract: Wage Labor, Marriage, and the Market in the Age of Slave Emancipation|Amy Dru Stanley		
10.2307/30030690	10.2307/30030690	America Analyzed	Jack D. Pressman	Reviews in American History	24	3	1996-09-01T00:00:00Z	pp. 476-481	The Johns Hopkins University Press	brv	Freud in America, Vol. 2. The Rise and Crisis of Psychoanalysis in the United States: Freud and the Americans, 1917-1985|Nathan G. Hale Jr.		
10.2307/30030827	10.2307/30030827	In Assessing New Suburban Forms, Politics Matter	Howard Gillette Jr.	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 515-519	The Johns Hopkins University Press	brv	Post-Suburbia: Government and Politics in the Edge Cities|Jon C. Teaford		
10.2307/2703101	10.2307/2703101	Rethinking American Utopianism	Howard P. Segal	Reviews in American History	20	2	1992-06-01T00:00:00Z	pp. 200-204	The Johns Hopkins University Press	brv	All Things New: American Communes and Utopian Movements, 1860-1914|Robert S. Fogarty, Perfect Cities: Chicago's Utopias of 1893|James Gilbert		
10.2307/30030740	10.2307/30030740	Fortress America	Stephen Saunders Webb	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 31-36	The Johns Hopkins University Press	brv	Fields of Battle: The Wars for North America|John Keegan		
10.2307/2703170	10.2307/2703170	An Incomplete Portrait	Melvin I. Urofsky	Reviews in American History	20	3	1992-09-01T00:00:00Z	pp. 426-431	The Johns Hopkins University Press	brv	The Constitution in the Supreme Court: The First Hundred Years, 1789-1888|David P. Currie, The Constitution in the Supreme Court: The Second Century, 1888-1986|David P. Currie		
10.2307/30031075	10.2307/30031075	The North and South Poles of the American Revolution	Melvin Yazawa	Reviews in American History	27	3	1999-09-01T00:00:00Z	pp. 373-381	The Johns Hopkins University Press	brv	American Virtues: Thomas Jefferson on the Character of a Free People|Jean M. Yarbrough, John Adams and the Spirit of Liberty|C. Bradley Thompson		
10.2307/30030925	10.2307/30030925	Andrew Jackson Downing	Robert Twombly	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 531-540	The Johns Hopkins University Press	brv	To Live in the New World: A.J. Downing and American Landscape Gardening|Judith K. Major, Apostle of Taste: Andrew Jackson Downing, 1815-1852|David Schuyler		
10.2307/30030859	10.2307/30030859	White Crime: S&L Christmas	Gerda W. Ray	Reviews in American History	25	4	1997-12-01T00:00:00Z	pp. 680-685	The Johns Hopkins University Press	brv	Big Money Crime: Fraud and Politics in the Savings and Loan Crisis|Kitty Calavita;Henry N. Pontell;Robert H. Tillman		
10.2307/2703022	10.2307/2703022	All in the Family	Fraser Ottanelli	Reviews in American History	22	3	1994-09-01T00:00:00Z	pp. 468-473	The Johns Hopkins University Press	brv	Between Two Shores: Work, Business, and Culture between Italy and the United States in the Age of Great Migration|Ferdinando Fasce, An All-American Family: World War I and Business Culture in the United States|Ferdinando Fasce		
10.2307/30030739	10.2307/30030739	The Politics of Culture in Provincial New England	Bruce Tucker	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 25-30	The Johns Hopkins University Press	brv	Seers of God: Puritan Providentialism in the Restoration and Early Enlightenment|Michael P. Winship		
10.2307/2703246	10.2307/2703246	Citizen Dwight	Richard H. King	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 118-122	The Johns Hopkins University Press	brv	A Rebel in Defense of Tradition: The Life and Politics of Dwight Macdonald|Michael Wreszin		
10.2307/30031025	10.2307/30031025	Rethinking Slavery	Marli F. Weiner	Reviews in American History	29	1	2001-03-01T00:00:00Z	pp. 29-34	The Johns Hopkins University Press	brv	Domesticating Slavery: The Master Class in Georgia and South Carolina, 1670-1837|Jeffrey Robert Young		
10.2307/30030936	10.2307/30030936	Bush's Elite League	Paul A. C. Koistinen	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 606-613	The Johns Hopkins University Press	brv	Endless Frontier: Vannevar Bush, Engineer of the American Century|G. Pascal Zachary		
10.2307/30031159	10.2307/30031159	Agency Amidst the Agencies	Brian Balogh	Reviews in American History	28	2	2000-06-01T00:00:00Z	pp. 284-289	The Johns Hopkins University Press	brv	American Science in an Age of Anxiety: Scientists, Anticommunism, and the Cold War|Jessica Wang		
10.2307/2703111	10.2307/2703111	"Gee but I'd Like to be a G-Man"	Michael Wreszin	Reviews in American History	20	2	1992-06-01T00:00:00Z	pp. 258-263	The Johns Hopkins University Press	brv	J. Edgar Hoover: The Man and the Secrets|Curt Gentry, From the Secret Files of J. Edgar Hoover|Athan Theoharis		
10.2307/2702865	10.2307/2702865	An Epic Story, a Nurserytale Moral	Roger Lane	Reviews in American History	20	4	1992-12-01T00:00:00Z	pp. 492-500	The Johns Hopkins University Press	brv	Bloody Dawn: The Christiana Riot and Racial Violence in the Antebellum North.|Thomas P. Slaughter		
10.2307/2703231	10.2307/2703231	Toil and Tabulation: Studying Working Women in Nineteenth-Century New England	David A. Zonderman	Reviews in American History	23	1	1995-03-01T00:00:00Z	pp. 26-32	The Johns Hopkins University Press	brv	Transforming Women's Work: New England Lives in the Industrial Revolution|Thomas Dublin		
10.2307/2703315	10.2307/2703315	Swamis and Fundamentalists	Patrick N. Allitt	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 432-437	The Johns Hopkins University Press	brv	The World's Parliament of Religions: The East-West Encounter, Chicago, 1893|Richard Seager, Defending the Faith: J. Gresham Machen and the Crisis of Conservative Protestantism in Modern America|D. G. Hart		
10.2307/2702870	10.2307/2702870	Confronting Unemployment: The Persistence of the Reformers	David J. Goldberg	Reviews in American History	20	4	1992-12-01T00:00:00Z	pp. 524-528	The Johns Hopkins University Press	brv	Three Cheers for the Unemployed: Government and Unemployment before the New Deal.|Udo Sautter		
10.2307/30030821	10.2307/30030821	Fighting the Good War at Home	Patrick D. Reagan	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 481-487	The Johns Hopkins University Press	brv	Wartime America: The World War II Home Front|John W. Jeffries		
10.2307/30030714	10.2307/30030714	Sitting on the Front Porch Watching the War	Reid Mitchell	Reviews in American History	24	4	1996-12-01T00:00:00Z	pp. 613-617	The Johns Hopkins University Press	brv	Seasons of War: The Ordeal of a Confederate Community, 1861-1865|Daniel E. Sutherland		
10.2307/2703322	10.2307/2703322	The Conquest of Time, Space, and Political Opponents	Thomas C. Leonard	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 478-481	The Johns Hopkins University Press	brv	News over the Wires: The Telegraph and the Flow of Public Information in America, 1844-1897|Menahem Blondheim, The Press Gang: Newspapers and Politics, 1865-1878|Mark Wahlgren Summers		
10.2307/30030616	10.2307/30030616	Essaying Antebellum Prose	Philip F. Gura	Reviews in American History	24	1	1996-03-01T00:00:00Z	pp. 21-28	The Johns Hopkins University Press	brv	The Cambridge History of American Literature. Volume 2: Prose Writing 1820-1865|Sacvan Bercovitch		
10.2307/2703220	10.2307/2703220	The Vice Men of Foreign Policy	Michael J. Hogan	Reviews in American History	21	2	1993-06-01T00:00:00Z	pp. 320-328	The Johns Hopkins University Press	brv	Spanning the Century: The Life of W. Averell Harriman, 1891-1986|Rudy Abramson, The Chairman, John J. McCloy: The Making of the American Establishment|Kai Bird, Driven Patriot: The Life and Times of James Forrestal|Townsend Hoopes;Douglas Brinkley		
10.2307/30030751	10.2307/30030751	The Party of Limits	Wilfred M. McClay	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 95-100	The Johns Hopkins University Press	brv	Revolt against Modernity: Leo Strauss, Eric Voegelin, and the Search for a Postliberal Order|Ted V. McAllister		
10.2307/30031179	10.2307/30031179	Religious Roots	John T. McGreevy	Reviews in American History	28	3	2000-09-01T00:00:00Z	pp. 416-421	The Johns Hopkins University Press	brv	Urban Exodus: Why the Jews Left Boston and the Catholics Stayed|Gerald Gamm		
10.2307/30031081	10.2307/30031081	The Quest for Understanding the Civil War	William Blair	Reviews in American History	27	3	1999-09-01T00:00:00Z	pp. 421-429	The Johns Hopkins University Press	brv	Writing the Civil War: The Quest to Understand|James M. McPherson;William J. Cooper, Jr.		
10.2307/2702814	10.2307/2702814	From New Technologies to Fast Food	Philip B. Scranton	Reviews in American History	22	4	1994-12-01T00:00:00Z	pp. 650-655	The Johns Hopkins University Press	brv	Franchising in America: The Development of a Business Method, 1840-1980|Thomas S. Dicke		
10.2307/2702888	10.2307/2702888	Doing Good: The Structure of Organizations and the Meaning of Charity	Kathleen W. Jones	Reviews in American History	22	2	1994-06-01T00:00:00Z	pp. 229-235	The Johns Hopkins University Press	brv	The Transformation of Charity in Postrevolutionary New England|Conrad Edick Wright		
10.2307/30030810	10.2307/30030810	Regulation's Hidden History	Reuel E. Schiller	Reviews in American History	25	3	1997-09-01T00:00:00Z	pp. 416-421	The Johns Hopkins University Press	brv	The People's Welfare: Law and Regulation in Nineteenth-Century America|William J. Novak		
10.2307/30030937	10.2307/30030937	Caring Corporations, the Sequel	Kim McQuaid	Reviews in American History	26	3	1998-09-01T00:00:00Z	pp. 614-619	The Johns Hopkins University Press	brv	Modern Manors: Welfare Capitalism since the New Deal|Sanford M. Jacoby		
10.2307/30030678	10.2307/30030678	A Nation or a People?	Roger L. Nichols	Reviews in American History	24	3	1996-09-01T00:00:00Z	pp. 407-411	The Johns Hopkins University Press	brv	Parading through History: The Making of the Crow Nation in America, 1805-1935|Frederick E. Hoxie		
10.2307/2702684	10.2307/2702684	Religion and Profit Jump Together	Helena M. Wall	Reviews in American History	23	2	1995-06-01T00:00:00Z	pp. 195-201	The Johns Hopkins University Press	brv	Mobility and Migration: East Anglian Founders of New England, 1629-1640|Roger Thompson, Providence Island, 1630-1641: The Other Puritan Colony|Karen Ordahl Kupperman		
10.2307/2703342	10.2307/2703342	Variations on a Theme by Jefferson	Jan Lewis	Reviews in American History	22	1	1994-03-01T00:00:00Z	pp. 32-38	The Johns Hopkins University Press	brv	Declaring Independence: Jefferson, Natural Language, and the Culture of Performance|Jay Fliegelman		
10.2307/2702812	10.2307/2702812	Inventing History	Steven Lubar	Reviews in American History	22	4	1994-12-01T00:00:00Z	pp. 639-644	The Johns Hopkins University Press	brv	From Machine Shop to Industrial Laboratory: Telegraphy and the Changing Context of American Invention, 1830-1920|Paul Israel		
10.2307/30030744	10.2307/30030744	The Cultural Significance of an "Internal Improvement"	Jonathan A. Glickstein	Reviews in American History	25	1	1997-03-01T00:00:00Z	pp. 54-57	The Johns Hopkins University Press	brv	The Artificial River: The Erie Canal and the Paradox of Progress, 1817-1862|Carol Sheriff		
10.2307/30030866	10.2307/30030866	Robert McNamara's Journey to Hanoi: Reflections on a Lost War	Charles E. Neu	Reviews in American History	25	4	1997-12-01T00:00:00Z	pp. 726-731	The Johns Hopkins University Press	brv	The Living and the Dead: Robert McNamara and Five Lives of a Lost War|Paul Hendrickson		
10.2307/2703319	10.2307/2703319	From Slavery to Sharecropping	Daniel W. Crofts	Reviews in American History	23	3	1995-09-01T00:00:00Z	pp. 458-463	The Johns Hopkins University Press	brv	The Origins of Southern Sharecropping|Edward Royce, The Work of Reconstruction: From Slave to Wage Laborer in South Carolina, 1860-1870|Julie Saville		
10.2307/30030852	10.2307/30030852	Public Housing in America: Lost Opportunities	D. Bradford Hunt	Reviews in American History	25	4	1997-12-01T00:00:00Z	pp. 637-642	The Johns Hopkins University Press	brv	Modern Housing for America: Policy Struggles in the New Deal Era|Gail Radford		
10.2307/30030691	10.2307/30030691	Industrial Feminists and Other Communities of Workers	Jacqueline Jones	Reviews in American History	24	3	1996-09-01T00:00:00Z	pp. 482-487	The Johns Hopkins University Press	brv	Common Sense and a Little Fire: Women and Working-Class Politics in the United States, 1900-1965|Annelise Orleck		
