id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.1086/ahr.110.3.934	10.1086/ahr.110.3.934	Reviews	Ricardo D. Salvatore	The American Historical Review	110	3	2005-06-01T00:00:00Z	p. 934	American Historical Association, Oxford University Press	fla			
10.2307/2167551	10.2307/2167551	Foreign and Native-Born Workers in Porfirian Mexico	Jonathan C. Brown	The American Historical Review	98	3	1993-06-01T00:00:00Z	pp. 786-818	American Historical Association, Oxford University Press	fla			
10.2307/2652229	10.2307/2652229	Smelling Like a Market	Fernando Coronil	The American Historical Review	106	1	2001-02-01T00:00:00Z	pp. 119-129	American Historical Association, Oxford University Press	fla			
10.1086/532664	10.1086/532664	Conversion, Sex, and Segregation: Jews and Christians in Medieval Spain	David Nirenberg	The American Historical Review	107	4	2002-10-01T00:00:00Z	pp. 1065-1093	American Historical Association, Oxford University Press	fla			
10.2307/4136606	10.2307/4136606	Status without Rights: African Americans and the Tangled History of Law and Governance in the Nineteenth-Century U.S. South	Laura F. Edwards	The American Historical Review	112	2	2007-04-01T00:00:00Z	pp. 365-393	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1042	10.1086/ahr.111.4.1042	Your Americanism and Mine: Americanism and Anti‐Americanism in the Americas	Greg Grandin	The American Historical Review	111	4	2006-10-01T00:00:00Z	pp. 1042-1066	American Historical Association, Oxford University Press	fla			
10.2307/30223247	10.2307/30223247	Crisis: A Useful Category of Post-Social Scientific Historical Analysis?	J. B. Shank	The American Historical Review	113	4	2008-10-01T00:00:00Z	pp. 1090-1099	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.692	10.1086/ahr.111.3.692	Modernity and Enchantment: A Historiographic Review	Michael Saler	The American Historical Review	111	3	2006-06-01T00:00:00Z	pp. 692-716	American Historical Association, Oxford University Press	fla			
10.2307/2652038	10.2307/2652038	The Postmodern City from an Early Modern Perspective	Robert A. Schneider	The American Historical Review	105	5	2000-12-01T00:00:00Z	pp. 1668-1675	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1668	10.1086/ahr.111.5.1668	Communications		The American Historical Review	111	5	2006-12-01T00:00:00Z	p. 1668	American Historical Association, Oxford University Press	fla			
10.2307/1571460	10.2307/1571460	Looking at Slavery from Broader Perspectives	David Brion Davis	The American Historical Review	105	2	2000-04-01T00:00:00Z	pp. 452-466	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1352	10.1086/ahr.111.5.1352	Smoking and “Early Modern” Sociability: The Great Tobacco Debate in the Ottoman Middle East (Seventeenth to Eighteenth Centuries)	James Grehan	The American Historical Review	111	5	2006-12-01T00:00:00Z	pp. 1352-1377	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1327	10.1086/ahr.111.5.1327	Imagining Woodrow Wilson in Asia: Dreams of East‐West Harmony and the Revolt against Empire in 1919	Erez Manela	The American Historical Review	111	5	2006-12-01T00:00:00Z	pp. 1327-1351	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.2.619a	10.1086/ahr.111.2.619a	Reviews	Y. Michal Bodemann	The American Historical Review	111	2	2006-04-01T00:00:00Z	p. 619	American Historical Association, Oxford University Press	fla			
10.2307/2166380	10.2307/2166380	E. P. Thompson: The Historian as Activist	Michael D. Bess	The American Historical Review	98	1	1993-02-01T00:00:00Z	pp. 18-38	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1046	10.1086/ahr.110.4.1046	Introduction	Alan Brinkley	The American Historical Review	110	4	2005-10-01T00:00:00Z	pp. 1046-1051	American Historical Association, Oxford University Press	fla			
10.2307/2170827	10.2307/2170827	"Social Equality does Not Exist among Themselves, nor among Us": Baylies vs. Curry and Civil Rights in Chicago, 1888	Elizabeth Dale	The American Historical Review	102	2	1997-04-01T00:00:00Z	pp. 311-339	American Historical Association, Oxford University Press	fla			
10.1086/533404	10.1086/533404	Collected Essays		The American Historical Review	108	2	2003-04-01T00:00:00Z	pp. 625-632	American Historical Association, Oxford University Press	fla			
10.2307/2168207	10.2307/2168207	[Introduction]	Thomas Prasch	The American Historical Review	100	4	1995-10-01T00:00:00Z	pp. 1190-1193	American Historical Association, Oxford University Press	fla			
10.1086/530148	10.1086/530148	Communications	Robert Shaffer, Camilla Townsend, Otto H. Olsen, Ephraim Schulman	The American Historical Review	108	5	2003-12-01T00:00:00Z	pp. 1599-1602	American Historical Association, Oxford University Press	fla			
10.2307/2166842	10.2307/2166842	Malcolm X across the Genres	Nell Irvin Painter	The American Historical Review	98	2	1993-04-01T00:00:00Z	pp. 432-439	American Historical Association, Oxford University Press	fla			
10.2307/2169423	10.2307/2169423	The Problem of Interactions in World History	Patrick Manning	The American Historical Review	101	3	1996-06-01T00:00:00Z	pp. 771-782	American Historical Association, Oxford University Press	fla			
10.2307/2168201	10.2307/2168201	Picturesque History and the Medieval in Nineteenth-Century America	Robin Fleming	The American Historical Review	100	4	1995-10-01T00:00:00Z	pp. 1061-1094	American Historical Association, Oxford University Press	fla			
10.2307/2692331	10.2307/2692331	Remembered Realms: Pierre Nora and French National Memory	Hue-Tam Ho Tai	The American Historical Review	106	3	2001-06-01T00:00:00Z	pp. 906-922	American Historical Association, Oxford University Press	fla			
10.2307/2165723	10.2307/2165723	The Paradox of Women's Citizenship in the Early Republic: The Case of Martin vs. Massachusetts, 1805	Linda K. Kerber	The American Historical Review	97	2	1992-04-01T00:00:00Z	pp. 349-378	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.2.307	10.1086/ahr.111.2.307	Contemplating Delivery: Futures Trading and the Problem of Commodity Exchange in the United States, 1875–1905	Jonathan Ira Levy	The American Historical Review	111	2	2006-04-01T00:00:00Z	pp. 307-335	American Historical Association, Oxford University Press	fla			
10.2307/2651612	10.2307/2651612	Mother Ada Wright and the International Campaign to Free the Scottsboro Boys, 1931-1934	James A. Miller, Susan D. Pennybacker, Eve Rosenhaft	The American Historical Review	106	2	2001-04-01T00:00:00Z	pp. 387-430	American Historical Association, Oxford University Press	fla			
10.2307/2164777	10.2307/2164777	Was There a Reformed Balance of Power System or Cooperative Great Power Hegemony?	Wolf D. Gruner	The American Historical Review	97	3	1992-06-01T00:00:00Z	pp. 725-732	American Historical Association, Oxford University Press	fla			
10.2307/2165725	10.2307/2165725	A New Intellectual History?	Russell Jacoby	The American Historical Review	97	2	1992-04-01T00:00:00Z	pp. 405-424	American Historical Association, Oxford University Press	fla			
10.2307/2165494	10.2307/2165494	Yugoslavia	Ivo Banac	The American Historical Review	97	4	1992-10-01T00:00:00Z	pp. 1084-1104	American Historical Association, Oxford University Press	fla			
10.2307/2168385	10.2307/2168385	Subaltern Studies as Postcolonial Criticism	Gyan Prakash	The American Historical Review	99	5	1994-12-01T00:00:00Z	pp. 1475-1490	American Historical Association, Oxford University Press	fla			
10.2307/40008445	10.2307/40008445	Back to the League of Nations	Susan Pedersen	The American Historical Review	112	4	2007-10-01T00:00:00Z	pp. 1091-1117	American Historical Association, Oxford University Press	fla			
10.2307/2171504	10.2307/2171504	How Indians Got to be Red	Nancy Shoemaker	The American Historical Review	102	3	1997-06-01T00:00:00Z	pp. 625-644	American Historical Association, Oxford University Press	fla			
10.2307/2170822	10.2307/2170822	Erratum: The United States in the Pacific Interests and Public Policies, 1784-1899		The American Historical Review	102	4	1997-10-01T00:00:00Z	p. 1308	American Historical Association, Oxford University Press	fla			
10.2307/40008444	10.2307/40008444	Military Histories Old and New: A Reintroduction	Robert M. Citino	The American Historical Review	112	4	2007-10-01T00:00:00Z	pp. 1070-1090	American Historical Association, Oxford University Press	fla			
10.2307/2649351	10.2307/2649351	Demogogues or Mystagogues? Gender and the Language of Prophecy in the Age of Democratic Revolutions	Susan Juster	The American Historical Review	104	5	1999-12-01T00:00:00Z	pp. 1560-1581	American Historical Association, Oxford University Press	fla			
10.1086/532100	10.1086/532100	[How to Acknowledge a Revolution]: Reply	Elizabeth L. Eisenstein	The American Historical Review	107	1	2002-02-01T00:00:00Z	pp. 126-128	American Historical Association, Oxford University Press	fla			
10.2307/2170180	10.2307/2170180	Stories in History: Cultural Narratives in Recent Works in European History	Sarah Maza	The American Historical Review	101	5	1996-12-01T00:00:00Z	pp. 1493-1515	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1321a	10.1086/ahr.110.4.1321a	Reviews of Books	Dominick LaCapra	The American Historical Review	110	4	2005-10-01T00:00:00Z	p. 1321	American Historical Association, Oxford University Press	fla			
10.2307/2170630	10.2307/2170630	Writing the Yugoslav Wars: English-Language Books on Bosnia (1992-1996) and the Challenges of Analyzing Contemporary History	Sarah A. Kent	The American Historical Review	102	4	1997-10-01T00:00:00Z	pp. 1085-1114	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.1.1	10.1086/ahr.111.1.1	The Problem of Sovereignty in European History	James J. Sheehan	The American Historical Review	111	1	2006-02-01T00:00:00Z	pp. 1-15	American Historical Association, Oxford University Press	fla			
10.2307/2167285	10.2307/2167285	The Invention of the Ethnocultural Interpretation	Ronald P. Formisano	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 453-477	American Historical Association, Oxford University Press	fla			
10.1086/530753	10.1086/530753	The Amateur in the Operating Room: History and the Scholarship of Teaching and Learning	David Pace	The American Historical Review	109	4	2004-10-01T00:00:00Z	pp. 1171-1192	American Historical Association, Oxford University Press	fla			
10.2307/30223050	10.2307/30223050	Globalizing Hanjian: The Suzhou Trials and the Post-World War II Discourse on Collaboration	Margherita Zanasi	The American Historical Review	113	3	2008-06-01T00:00:00Z	pp. 731-751	American Historical Association, Oxford University Press	fla			
10.1086/532663	10.1086/532663	Fictions of Privacy: House Chapels and the Spatial Accommodation of Religious Dissent in Early Modern Europe	Benjamin J. Kaplan	The American Historical Review	107	4	2002-10-01T00:00:00Z	pp. 1031-1064	American Historical Association, Oxford University Press	fla			
10.2307/2171266	10.2307/2171266	Society, the State, and Abortion in East Germany, 1950-1972	Donna Harsch	The American Historical Review	102	1	1997-02-01T00:00:00Z	pp. 53-84	American Historical Association, Oxford University Press	fla			
10.1086/530149	10.1086/530149	No Peace without Victory, 1861-1865	James M. McPherson	The American Historical Review	109	1	2004-02-01T00:00:00Z	pp. 1-18	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.4.1011	10.1086/ahr.111.4.1011	<i>Peregrini</i>, <i>Barbari</i>, and <i>Cives Romani</i>: Concepts of Citizenship and the Legal Identity of Barbarians in the Later Roman Empire	Ralph W. Mathisen	The American Historical Review	111	4	2006-10-01T00:00:00Z	pp. 1011-1040	American Historical Association, Oxford University Press	fla			
10.2307/2169863	10.2307/2169863	"They Could Make Their Victims Dull": Genders and Genres, Fantasies and Cures in Colonial Southern Uganda	Luise White	The American Historical Review	100	5	1995-12-01T00:00:00Z	pp. 1379-1402	American Historical Association, Oxford University Press	fla			
10.2307/2165933	10.2307/2165933	Collected Essays		The American Historical Review	97	2	1992-04-01T00:00:00Z	pp. 661-671	American Historical Association, Oxford University Press	fla			
10.2307/2165493	10.2307/2165493	Romania	Keith Hitchins	The American Historical Review	97	4	1992-10-01T00:00:00Z	pp. 1064-1083	American Historical Association, Oxford University Press	fla			
10.2307/2692947	10.2307/2692947	The English Problem of Identity in the American Revolution	Dror Wahrman	The American Historical Review	106	4	2001-10-01T00:00:00Z	pp. 1236-1262	American Historical Association, Oxford University Press	fla			
10.2307/2168769	10.2307/2168769	The Protean Character of American Liberalism	Gary Gerstle	The American Historical Review	99	4	1994-10-01T00:00:00Z	pp. 1043-1073	American Historical Association, Oxford University Press	fla			
10.1086/530339	10.1086/530339	Empires, Borderlands, and Diasporas: Eurasia as Anti-Paradigm for the Post-Soviet Era	Mark Von Hagen	The American Historical Review	109	2	2004-04-01T00:00:00Z	pp. 445-468	American Historical Association, Oxford University Press	fla			
10.1086/530553	10.1086/530553	Slower Than a Massacre: The Multiple Sources of Racial Thought in Colonial Africa	Jonathon Glassman	The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 720-754	American Historical Association, Oxford University Press	fla			
10.2307/1571467	10.2307/1571467	Whose Measure of Reality?	Jack A. Goldstone	The American Historical Review	105	2	2000-04-01T00:00:00Z	pp. 501-508	American Historical Association, Oxford University Press	fla			
10.1086/533043	10.1086/533043	The World We Have Gained: The Future of the French Revolution	Lynn Hunt	The American Historical Review	108	1	2003-02-01T00:00:00Z	pp. 1-19	American Historical Association, Oxford University Press	fla			
10.1086/529781	10.1086/529781	Other Books Received		The American Historical Review	108	3	2003-06-01T00:00:00Z	pp. 968-974	American Historical Association, Oxford University Press	fla			
10.2307/2167549	10.2307/2167549	Labor History and Its Challenges: Confessions of a Latin Americanist	Charles Bergquist	The American Historical Review	98	3	1993-06-01T00:00:00Z	pp. 757-764	American Historical Association, Oxford University Press	fla			
10.2307/30223446	10.2307/30223446	A Paradigm of Our Own: Joan Scott in Latin American History	Heidi Tinsman	The American Historical Review	113	5	2008-12-01T00:00:00Z	pp. 1357-1374	American Historical Association, Oxford University Press	fla			
10.1086/532853	10.1086/532853	A Small Way of Saying "No": Moscow Working Men, Spartak Soccer, and the Communist Party, 1900-1945	Robert Edelman	The American Historical Review	107	5	2002-12-01T00:00:00Z	pp. 1441-1474	American Historical Association, Oxford University Press	fla			
10.2307/2171065	10.2307/2171065	Inventing Sincerity, Refashioning Prudence: The Discovery of the Individual in Renaissance Europe	John Martin	The American Historical Review	102	5	1997-12-01T00:00:00Z	pp. 1309-1342	American Historical Association, Oxford University Press	fla			
10.2307/2169866	10.2307/2169866	Pulp Fictions and Problem Girls: Reading and Rewriting Single Pregnancy in the Postwar United States	Regina Kunzel	The American Historical Review	100	5	1995-12-01T00:00:00Z	pp. 1465-1487	American Historical Association, Oxford University Press	fla			
10.2307/2692944	10.2307/2692944	Gendering Production in Wartime South Africa	Nancy L. Clark	The American Historical Review	106	4	2001-10-01T00:00:00Z	pp. 1181-1213	American Historical Association, Oxford University Press	fla			
10.2307/2650774	10.2307/2650774	Introduction: The Persistence of the Renaissance	Paula Findlen, Kenneth Gouwens	The American Historical Review	103	1	1998-02-01T00:00:00Z	pp. 51-54	American Historical Association, Oxford University Press	fla			
10.2307/2168389	10.2307/2168389	Constructing Internationalism: The Case of Transnational Women's Organizations, 1888-1945	Leila J. Rupp	The American Historical Review	99	5	1994-12-01T00:00:00Z	pp. 1571-1600	American Historical Association, Oxford University Press	fla			
10.2307/2167061	10.2307/2167061	Construing the Harvest: Gleaners, Farmers, and Officials in Early Modern France	Liana Vardi	The American Historical Review	98	5	1993-12-01T00:00:00Z	pp. 1424-1447	American Historical Association, Oxford University Press	fla			
10.2307/30223443	10.2307/30223443	From the Vienna to the Paris System: International Politics and the Entangled Histories of Human Rights, Forced Deportations, and Civilizing Missions	Eric D. Weitz	The American Historical Review	113	5	2008-12-01T00:00:00Z	pp. 1313-1343	American Historical Association, Oxford University Press	fla			
10.1086/531506	10.1086/531506	Communications	Robert Brent Toplin, Sumiko Higashi, Guity Nashat, Elton L. Daniel, James Hoopes	The American Historical Review	110	2	2005-04-01T00:00:00Z	pp. 618-621	American Historical Association, Oxford University Press	fla			
10.2307/2651406	10.2307/2651406	"A Laudable Pride in the Whole of Us": City Halls and Civic Materialism	Mary P. Ryan	The American Historical Review	105	4	2000-10-01T00:00:00Z	pp. 1131-1170	American Historical Association, Oxford University Press	fla			
10.1086/532662	10.1086/532662	Erratum: Film Reviews		The American Historical Review	107	3	2002-06-01T00:00:00Z	p. 1021	American Historical Association, Oxford University Press	fla			
10.2307/2692946	10.2307/2692946	The Unbearable Lightness of Being French: Law, Republicanism and National Identity at the End of the Old Regime	David A. Bell	The American Historical Review	106	4	2001-10-01T00:00:00Z	pp. 1215-1235	American Historical Association, Oxford University Press	fla			
10.2307/40007102	10.2307/40007102	Entangled Atlantic Histories: A Response from the Anglo-American Periphery	Eliga H. Gould	The American Historical Review	112	5	2007-12-01T00:00:00Z	pp. 1415-1422	American Historical Association, Oxford University Press	fla			
10.2307/2169864	10.2307/2169864	Lingua Populi, Lingua Dei: Language, Religion, and the Origins of French Revolutionary Nationalism	David A. Bell	The American Historical Review	100	5	1995-12-01T00:00:00Z	pp. 1403-1437	American Historical Association, Oxford University Press	fla			
10.1086/532493	10.1086/532493	The Black Death: End of a Paradigm	Samuel K. Cohn, Jr.	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 703-738	American Historical Association, Oxford University Press	fla			
10.1086/532494	10.1086/532494	Gender, Religion, and Early Modern Nationalism: Elizabeth I, Mary Queen of Scots, and the Genesis of English Anti-Catholicism	Anne McLaren	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 739-767	American Historical Association, Oxford University Press	fla			
10.2307/2650780	10.2307/2650780	American Synecdoche: Thomas Jefferson as Image, Icon, Character, and Self	Jan Lewis, Peter S. Onuf	The American Historical Review	103	1	1998-02-01T00:00:00Z	pp. 125-136	American Historical Association, Oxford University Press	fla			
10.2307/30223242	10.2307/30223242	"As a Nation, the English Are Our Friends": The Emergence of African American Politics in the British Atlantic World, 1772-1861	Van Gosse	The American Historical Review	113	4	2008-10-01T00:00:00Z	pp. 1003-1028	American Historical Association, Oxford University Press	fla			
10.1086/532661	10.1086/532661	Communications	Raymond J. Jirran, Lindley S. Butler, Laird W. Bergad, Bernard Sinsheimer, Andrew Stein	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 1019-1021	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.3.741	10.1086/ahr.111.3.741	Atlantic History: Definitions, Challenges, and Opportunities	Alison Games	The American Historical Review	111	3	2006-06-01T00:00:00Z	pp. 741-757	American Historical Association, Oxford University Press	fla			
10.2307/2167281	10.2307/2167281	The Problem of American Conservatism	Alan Brinkley	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 409-429	American Historical Association, Oxford University Press	fla			
10.2307/2166600	10.2307/2166600	The Troubled Origins of European Economic Integration: International Iron and Steel and Labor Migration in the Era of World War I	Carl Strikwerda	The American Historical Review	98	4	1993-10-01T00:00:00Z	pp. 1106-1129	American Historical Association, Oxford University Press	fla			
10.1086/531319	10.1086/531319	Indolence and Regeneration: Tropes and Tensions of Risorgimento Patriotism	Silvana Patriarca	The American Historical Review	110	2	2005-04-01T00:00:00Z	pp. 380-408	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.1.52	10.1086/ahr.111.1.52	Local Religion and the Imperial Imaginary: The Development of Japanese Ethnography in Occupied Manchuria	Thomas David DuBois	The American Historical Review	111	1	2006-02-01T00:00:00Z	pp. 52-74	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1319	10.1086/ahr.110.4.1319		Stephen J. Thornton, Margaret S. Crocco	The American Historical Review	110	4	2005-10-01T00:00:00Z	pp. 1319-1320	American Historical Association, Oxford University Press	fla			
10.2307/2166157	10.2307/2166157	Erratum: Contrasts in Scientific Style: Research Groups in the Chemical and Biochemical Sciences		The American Historical Review	97	5	1992-12-01T00:00:00Z	p. 1667	American Historical Association, Oxford University Press	fla			
10.1086/531115	10.1086/531115	Other Books Received		The American Historical Review	109	5	2004-12-01T00:00:00Z	pp. 1697-1704	American Historical Association, Oxford University Press	fla			
10.2307/2649963	10.2307/2649963	Marriage and Women's Citizenship in the United States, 1830-1934	Nancy F. Cott	The American Historical Review	103	5	1998-12-01T00:00:00Z	pp. 1440-1474	American Historical Association, Oxford University Press	fla			
10.1086/531312	10.1086/531312	Collected Essays		The American Historical Review	110	1	2005-02-01T00:00:00Z	pp. 268-271	American Historical Association, Oxford University Press	fla			
10.2307/2650377	10.2307/2650377	The New British History in Atlantic Perspective: An Antipodean Commentary	J. G. A. Pocock	The American Historical Review	104	2	1999-04-01T00:00:00Z	pp. 490-500	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1052	10.1086/ahr.110.4.1052	The Constitution, the Supreme Court, and the New Deal	Laura Kalman	The American Historical Review	110	4	2005-10-01T00:00:00Z	pp. 1052-1080	American Historical Association, Oxford University Press	fla			
10.1086/529970	10.1086/529970	Introduction		The American Historical Review	108	5	2003-12-01T00:00:00Z	p. 1362	American Historical Association, Oxford University Press	fla			
10.2307/2169418	10.2307/2169418	Economic Development and Aquatic Ecosystems in Medieval Europe	Richard C. Hoffmann	The American Historical Review	101	3	1996-06-01T00:00:00Z	pp. 631-669	American Historical Association, Oxford University Press	fla			
10.2307/2649575	10.2307/2649575	Eurocentricity Triumphant	Joel Mokyr	The American Historical Review	104	4	1999-10-01T00:00:00Z	pp. 1241-1246	American Historical Association, Oxford University Press	fla			
10.2307/2692938	10.2307/2692938	Communications	James G. Newbill	The American Historical Review	106	5	2001-12-01T00:00:00Z	p. 1943	American Historical Association, Oxford University Press	fla			
10.2307/2651200	10.2307/2651200	From Child Bride to "Hindoo Lady": Rukhmabai and the Debate on Sexual Respectability in Imperial Britain	Antoinette Burton	The American Historical Review	103	4	1998-10-01T00:00:00Z	pp. 1119-1146	American Historical Association, Oxford University Press	fla			
10.1086/530150	10.1086/530150	Sensibility and the American War for Independence	Sarah Knott	The American Historical Review	109	1	2004-02-01T00:00:00Z	pp. 19-40	American Historical Association, Oxford University Press	fla			
10.2307/2169003	10.2307/2169003	Violence, Emancipation, and Democracy: The Countryside and the French Revolution	John Markoff	The American Historical Review	100	2	1995-04-01T00:00:00Z	pp. 360-386	American Historical Association, Oxford University Press	fla			
10.2307/2167768	10.2307/2167768	Discovering Indigenous Nobility: Tocqueville, Chamisso, and Romantic Travel Writing	Harry Liebersohn	The American Historical Review	99	3	1994-06-01T00:00:00Z	pp. 746-766	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.1.95	10.1086/ahr.111.1.95	Getting Away with Murder	Elizabeth Dale	The American Historical Review	111	1	2006-02-01T00:00:00Z	pp. 95-103	American Historical Association, Oxford University Press	fla			
10.1086/530552	10.1086/530552	Diseased Goods: Global Exchanges in the Eastern Pacific Basin, 1770-1850	David Igler	The American Historical Review	109	3	2004-06-01T00:00:00Z	pp. 693-719	American Historical Association, Oxford University Press	fla			
10.2307/2167282	10.2307/2167282	Will the Real Conservative Please Stand Up? or, The Pitfalls Involved in Examining Ideological Sympathies: A Comment on Alan Brinkley's "Problem of American Conservatism"	Susan M. Yohn	The American Historical Review	99	2	1994-04-01T00:00:00Z	pp. 430-437	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1656	10.1086/ahr.111.5.1656	Other Books Received		The American Historical Review	111	5	2006-12-01T00:00:00Z	pp. 1656-1667	American Historical Association, Oxford University Press	fla			
10.2307/2164987	10.2307/2164987	Collected Essays		The American Historical Review	97	3	1992-06-01T00:00:00Z	pp. 973-984	American Historical Association, Oxford University Press	fla			
10.1086/532497	10.1086/532497	Down to Earth: Nature, Agency, and Power in History	Ted Steinberg	The American Historical Review	107	3	2002-06-01T00:00:00Z	pp. 798-820	American Historical Association, Oxford University Press	fla			
10.1086/531316	10.1086/531316	The Demise of Distance: The Business Press and the Origins of the Information Revolution in the Early Modern Atlantic World	John J. McCusker	The American Historical Review	110	2	2005-04-01T00:00:00Z	pp. 295-321	American Historical Association, Oxford University Press	fla			
10.2307/30222847	10.2307/30222847	Comment on "A Crooked Line"	Gabrielle M. Spiegel	The American Historical Review	113	2	2008-04-01T00:00:00Z	pp. 406-416	American Historical Association, Oxford University Press	fla			
10.1086/529782	10.1086/529782	Communications	Rafael Medoff, Michael E. Staub	The American Historical Review	108	3	2003-06-01T00:00:00Z	p. 975	American Historical Association, Oxford University Press	fla			
10.2307/40007104	10.2307/40007104	AHR Conversation: Religious Identities and Violence	Philip Benedict, Nora Berend, Stephen Ellis, Jeffrey Kaplan, Ussama Makdisi, Jack Miles	The American Historical Review	112	5	2007-12-01T00:00:00Z	pp. 1432-1481	American Historical Association, Oxford University Press	fla			
10.2307/2651203	10.2307/2651203	Imagined Enemies, Real Victims: Bartov's Transcendent Holocaust	Paul B. Miller	The American Historical Review	103	4	1998-10-01T00:00:00Z	pp. 1178-1181	American Historical Association, Oxford University Press	fla			
10.2307/2169224	10.2307/2169224	French Volunteer Nursing and the Myth of War Experience in World War I	Margaret H. Darrow	The American Historical Review	101	1	1996-02-01T00:00:00Z	pp. 80-106	American Historical Association, Oxford University Press	fla			
10.2307/2169228	10.2307/2169228	The Historical Petrarch	Craig Kallendorf	The American Historical Review	101	1	1996-02-01T00:00:00Z	pp. 130-141	American Historical Association, Oxford University Press	fla			
10.1086/ahr.111.5.1441	10.1086/ahr.111.5.1441	<i>AHR</i> Conversation: On Transnational History	C. A. Bayly, Sven Beckert, Matthew Connelly, Isabel Hofmeyr, Wendy Kozol, Patricia Seed	The American Historical Review	111	5	2006-12-01T00:00:00Z	pp. 1441-1464	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1015	10.1086/ahr.110.4.1015	Beyond Words	Leora Auslander	The American Historical Review	110	4	2005-10-01T00:00:00Z	pp. 1015-1045	American Historical Association, Oxford University Press	fla			
10.2307/30223241	10.2307/30223241	Puritan Godly Discipline in Comparative Perspective: Legal Pluralism and the Sources of "Intensity"	Richard J. Ross	The American Historical Review	113	4	2008-10-01T00:00:00Z	pp. 975-1002	American Historical Association, Oxford University Press	fla			
10.2307/2171067	10.2307/2171067	Introduction: History and Memory		The American Historical Review	102	5	1997-12-01T00:00:00Z	p. 1371	American Historical Association, Oxford University Press	fla			
10.2307/2170826	10.2307/2170826	Introduction: Civil Rights Struggles in Chicago		The American Historical Review	102	2	1997-04-01T00:00:00Z	p. 310	American Historical Association, Oxford University Press	fla			
10.2307/4136607	10.2307/4136607	"The Filthy American Twang": Elocution, the Advent of American "Talkies," and Australian Cultural Identity	Joy Damousi	The American Historical Review	112	2	2007-04-01T00:00:00Z	pp. 394-416	American Historical Association, Oxford University Press	fla			
10.2307/2171265	10.2307/2171265	Social Sites of Political Practice in France: Lawsuits, Civil Rights, and the Separation of Powers in Domestic and State Government, 1500-1800	Sarah Hanley	The American Historical Review	102	1	1997-02-01T00:00:00Z	pp. 27-52	American Historical Association, Oxford University Press	fla			
10.2307/2171498	10.2307/2171498	Collected Essays		The American Historical Review	102	1	1997-02-01T00:00:00Z	pp. 254-268	American Historical Association, Oxford University Press	fla			
10.2307/2649353	10.2307/2649353	The Secret	Richard K. Emmerson	The American Historical Review	104	5	1999-12-01T00:00:00Z	pp. 1603-1614	American Historical Association, Oxford University Press	fla			
10.2307/2168600	10.2307/2168600	A Century of Writing Early American History: Then and Now Compared; Or How Henry Adams Got It Wrong	Gordon S. Wood	The American Historical Review	100	3	1995-06-01T00:00:00Z	pp. 678-696	American Historical Association, Oxford University Press	fla			
10.2307/2166836	10.2307/2166836	Combined Underdevelopment: Discipline and the Law in Imperial and Soviet Russia	Laura Engelstein	The American Historical Review	98	2	1993-04-01T00:00:00Z	pp. 338-353	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.4.1324	10.1086/ahr.110.4.1324		Mridu Rai	The American Historical Review	110	4	2005-10-01T00:00:00Z	pp. 1324-1325	American Historical Association, Oxford University Press	fla			
10.1086/ahr.110.5.1655b	10.1086/ahr.110.5.1655b	Articles	Ralph M. Coury	The American Historical Review	110	5	2005-12-01T00:00:00Z	pp. 1655-1656	American Historical Association, Oxford University Press	fla			
10.1086/529592	10.1086/529592	Burying the White Gods: New Perspectives on the Conquest of Mexico	Camilla Townsend	The American Historical Review	108	3	2003-06-01T00:00:00Z	pp. 659-687	American Historical Association, Oxford University Press	fla			
10.2307/2169222	10.2307/2169222	The Great Chain of Buying: Medical Advertisement, the Bourgeois Public Sphere, and the Origins of the French Revolution	Colin Jones	The American Historical Review	101	1	1996-02-01T00:00:00Z	pp. 13-40	American Historical Association, Oxford University Press	fla			
