id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/40785025	10.2307/40785025	"Our Gratitude to Our Soldiers": Military Spouses, Family Re-Unification, and Postwar Immigration Reform	Philip E. Wolgin, Irene Bloemraad	The Journal of Interdisciplinary History	41	1	2010-07-01T00:00:00Z	pp. 27-60	The MIT Press	fla		The perceived need to re-unite military families after World War II, initially addressed by ad-hoc war-brides legislation, played a key role in the reformulation of U.S. immigration policy. The large number of military spouses, espcially from Asia, pushed policymakers to revise their notions of racial admissibility, thus helping to establish family re-unification as the driving force behind immigration reform. Though unnoticed at the time, the combination of wartime service, patriotism, and marriage formed an inadvertent road map for the family-centric, and ultimately racially neutral, admissions policies that would dominate U.S. immigration law after 1965. The importance of Asian war brides in shaping the contours of U.S. policy stands in even stronger relief when compared to the relative unimportance of the issue in Canada, another major participant in World War II, which also pursued immigration reform during the 1960s.	
10.2307/41060852	10.2307/41060852	The Ethiopian Age of Exploration: Prester John's Discovery of Europe, 1306-1458	MATTEO SALVADORE	Journal of World History	21	4	2010-12-01T00:00:00Z	pp. 593-627	University of Hawai'i Press	fla		This article maps a complex network of exchange between Ethiopians and Europeans in the early modern period. Through a combination of disparate sources such as cartographical treatises, chronicles, and archival fragments, the author shows that Ethiopian agents were active throughout the Mediterranean basin already in the fourteenth century. At a time when the European understanding of Africa was still grounded in classical and medieval myths, Ethiopian pilgrims and ambassadors ventured to Europe and became purveyors of knowledge about the unknown world. By virtue of their country's identification with the realm of Prester John, they related to European elites as Christian peers in an encounter where skin color appeared inconsequential.	
10.2307/40662818	10.2307/40662818	"Red Cross, Double Cross": Race and America s World War II-Era Blood Donor Service	Thomas A. Guglielmo	The Journal of American History	97	1	2010-06-01T00:00:00Z	pp. 63-90	Organization of American Historians	fla			
10.2307/40930361	10.2307/40930361	FROM WHITEHALL TO JEDBURGH: PATRONAGE NETWORKS AND THE GOVERNMENT OF THE SCOTTISH BORDERS, 1603 TO 1625	ANNA GROUNDWATER	The Historical Journal	53	4	2010-12-01T00:00:00Z	pp. 871-893	Cambridge University Press	fla		When James VI and I arrived in London in 1603, he created a new bedchamber, which he filled with Scottish courtiers. This he positioned, antagonistically as it turned out, between himself and the more English privy chamber. These Scottish courtiers thus had the most intimate access to James, and were able to exercise great influence over the distribution of James's favour. Whilst their importance has been debated within an English context, their significance within James's government in Scotland has not yet been addressed. These Scotsmen became the focus for patronage networks stretching from Whitehall, through the privy council in Edinburgh, to the Scottish regional elites, and helped James retain the co-operation of those elites. Against the background of attempts to gain fuller union, James sought to demonstrate the benefits of regnal union by prosecuting a pacification of crime within the Scottish and English Borders, now rechristened the Middle Shires. Patronage networks from Whitehall to Roxburghshire secured the co-operation of the Scottish Borders elite, whilst acting as conduits for information and advice back to Whitehall. This article will suggest that these relationships were integral to Scottish governmental processes in James's absence, providing a much-needed cohesive force within his fragile new multiple monarchy.	
10.2307/27917299	10.2307/27917299	Multinational Enterprises and the Varieties of Capitalism	Mira Wilkins	The Business History Review	84	4	2010-12-01T00:00:00Z	pp. 638-645	The President and Fellows of Harvard College	fla			
10.2307/40802016	10.2307/40802016	"MIND-FORG'D MANACLES": THE MECHANICS OF CONTROL INSIDE LATE-NINETEENTH CENTURY TASMANIAN CHARITABLE INSTITUTIONS	Andrew Piper	Journal of Social History	43	4	2010-07-01T00:00:00Z	pp. 1045-1063	Oxford University Press	fla		In the second half of the nineteenth century a conservative paternalistic benevolence permeated middle-class thought, leading to demonization and criminalisation of pauper invalids, many of whom were ex-convicts. This paper examines some aspects of the mechanics of the charitable system as practiced in nineteenthcentury Tasmania through an analysis of life inside the institution. It examines the institutional environment, the conditions which inmates were subject to, and how institutions implemented a regime of coerced labour, strict discipline, confinement, surveillance, regimentation and punishment as a means to control the lives of pauper invalids.	
10.2307/40543536	10.2307/40543536	Bringing History Home: A K-5 Curriculum Design	Elise Fillpot	The History Teacher	42	3	2009-05-01T00:00:00Z	pp. 281-295	Society for History Education	fla			
10.2307/25621416	10.2307/25621416	Narrative Form and Historical Sensation: On Saul Friedländer's "The Years of Extermination"	Alon Confino	History and Theory	48	3	2009-10-01T00:00:00Z	pp. 199-219	Wesleyan University, Wiley	fla		Saul Friedländer's magnum opus, "The Years of Extermination", has been received worldwide as an exemplary work of history. Yet it was written by a historian who in the last two decades has strenuously asserted the limits of Holocaust representation. At the center of this essay is a problem of historical writing: how to write a historical narrative of the Holocaust that both offers explanations of the unfolding events and also suggests that the most powerful sensation about those events, at the time and since, is that they are beyond words. I explore Friedländer's crafting of such a narrative by considering, first, the role of his attempt in "The Years of Extermination" to explain the Holocaust and, second, the narrative form of the book. The book is best seen, I argue, not primarily as a work of explanation but as a vast narrative that places an explanation of the Holocaust within a specific form of describing that goes beyond the boundaries of the historical discipline as it is usually practiced. This form of describing goes beyond the almost positivist attachment to facts that dominates current Holocaust historiography. By using Jewish individual testimonies that are interspersed in the chronological history of the extermination, Friedländer creates a narrative based on ruptures and breaks, devices we associate with works of fiction, and that historians do not usually use. The result is an arresting narrative, which I interpret by using Johan Huizinga's notion of historical sensation. Friedländer sees this narrative form as specific to the Holocaust. I view this commingling of irreducible reality and the possibility of art as a required sensibility that belongs to all historical understanding. And in this respect, "The Years of Extermination" only lays bare more clearly in the case of the Holocaust what is an essential element in all historical reconstruction.	
10.2307/40263959	10.2307/40263959	The First Line of Defense: Inventing the Infrastructure to Combat Animal Diseases	Alan L. Olmstead	The Journal of Economic History	69	2	2009-06-01T00:00:00Z	pp. 327-357	Cambridge University Press, Economic History Association	fla		Control of livestock disease had large spillover effects on human health. By 1900 the United States was a leader in livestock disease control, thanks to the efforts of the Bureau of Animal Industry. Its first chief, Daniel Salmon, established a model that would be copied around the world in campaigns against human and animal diseases. For the most part, the Progressive Era regulations to advance livestock health and food safety were spectacular successes. The bureau's main blunder was its failure to deal effectively with trichinosis, which was far more widespread than generally believed.	
10.2307/40865693	10.2307/40865693	RAJAH BROOKE AND THE VICTORIANS	ALEX MIDDLETON	The Historical Journal	53	2	2010-06-01T00:00:00Z	pp. 381-400	Cambridge University Press	fla		This article examines Brìtish attitudes towards the career of Sir James Brooke, the English rajah of Sarawak, between 1846 and 1851. It argues that Broofa's early reception as a hero, and the succeeding debates over the pnnciples of his enterpnse, were important for three reasons. First, they suggest that the domestic negotiation ofimpenal issues was influenced much more profoundly by contextual anxieties about the nature of British politics and character, than by considered engagement with conditions overseas and the character of dependent peoples. Secondly, they demonstrate the continued significance of Britain's 'civilizing mission', variously defined, as part of a politics of national identity in this period. Finally, the rejection of the radical challenge to Brooke's suppression of'piracy' in the Eastern seas underscores the increasing dominance at this time of a more pragmatic, self-interested conception of how native peoples should be handled.	
10.2307/25740750	10.2307/25740750	Teaching the Bill of Rights in China	Kurt Mosser	The History Teacher	43	3	2010-05-01T00:00:00Z	pp. 357-373	Society for History Education	fla			
10.2307/25799401	10.2307/25799401	The Dwight D. Eisenhower National System of Interstate and Defense Highways: The Road to Success?	Elisheva Blas	The History Teacher	44	1	2010-11-01T00:00:00Z	pp. 127-142	Society for History Education	fla			
10.2307/25621440	10.2307/25621440	Neither Fish nor Flesh	John Tagg	History and Theory	48	4	2009-12-01T00:00:00Z	pp. 77-81	Wesleyan University, Wiley	fla		Against the notion of chance that Robin Kelsey proposes as the opening to a new conception of photography and its relationship to history, this response argues for attention to the apparatuses that strive to "cope with chance" and guarantee meaning—apparatuses whose effective purpose is precisely not to be undone by chance and not to be reminded of their contingent and arbitrary nature—in other words, of their historicity. This opens another kind of encounter with the historicity of the photographic image, as sliding from frame to frame, never quite fitting any of them, the photograph shows itself as an elusive opening, the ground of irreducibly heterogeneous and radically incommensurable stakes—never just one definitive and well-flagged stake driven into the ground at some singular moment in the past.	
10.2307/40543672	10.2307/40543672	Using Personal Narratives to Teach a Global Perspective	Jennifer Trost	The History Teacher	42	2	2009-02-01T00:00:00Z	pp. 177-189	Society for History Education	fla			
10.2307/25654036	10.2307/25654036	Productivity Trend in Korea from the Seventeenth to Nineteenth Century: A Comment on Jun, Lewis, and Kang	Myung Soo Cha	The Journal of Economic History	69	4	2009-12-01T00:00:00Z	pp. 1138-1143	Cambridge University Press, Economic History Association	fla			
10.2307/40959912	10.2307/40959912	Letters to the Editor	Richard Newby, Michael M. Topp	The Journal of American History	97	2	2010-09-01T00:00:00Z	pp. 600-601	Organization of American Historians	fla			
10.2307/25580923	10.2307/25580923	Militarism and Anti-Militarism: Socialists, Communists and Conscription in France and Britain 1900-1940	Kevin Morgan	Past & Present		202	2009-02-01T00:00:00Z	pp. 207-244	Oxford University Press, The Past and Present Society	fla			
10.2307/25478836	10.2307/25478836	Success, Truth, and Modernism in Holocaust Historiography: Reading Saul Friedländer Thirty-Five Years after the Publication of "Metahistory"	Wulf Kansteiner	History and Theory	48	2	2009-05-01T00:00:00Z	pp. 25-53	Wesleyan University, Wiley	fla		This essay provides a close reading of Saul Friedländer's exceptionally successful comprehensive history of the Holocaust from the theoretical perspective of Hayden White's philosophy of history. Friedländer's The Years of Extermination has been celebrated as the first synthetic history of the "Final Solution" that acknowledges the experiences of the victims of Nazi genocide. But Friedländer has not simply added the voices of the victims to a conventional historical account of the Holocaust. Instead, by displacing linear notions of time and space and subtly deconstructing conventional concepts of causality, he has invented a new type of historical prose that performs rather than analyzes the victims' point of view. Friedländer's innovation has particularly radical consequences for the construction of historical explanations. On the one hand, Friedländer explicitly argues that anti-Semitism was the single most important cause of the Holocaust. On the other hand, his transnational, multifaceted history of the "Final Solution" provides a wealth of data that escapes the conceptual grasp of his explicit model of causation. Friedländer chooses this radically self-reflexive strategy of historical representation to impress on the reader the existential sense of disbelief with which the victims experienced Nazi persecution. To Friedländer, that sense of disbelief constitutes the most appropriate ethical response to the Holocaust. Thus the narratological analysis of The Years of Extermination reveals that the exceptional quality of the book, as well as presumably its success, is the result of an extraordinarily creative act of narrative imagination. Or, put into terms developed by White, who shares Friedländer's appreciation of modernist forms of writing, The Years of Extermination is the first modernist history of the Holocaust that captures, through literary figuration, an important and long neglected reality of the "Final Solution."	
10.2307/41300046	10.2307/41300046	HISTORY AND THEORY: THE NEXT FIFTY YEARS	BRIAN FAY	History and Theory	49	4	2010-12-01T00:00:00Z	pp. 1-5	Wesleyan University, Wiley	fla			
10.2307/40270344	10.2307/40270344	Territorializing Piety: Genealogy, Transnationalism, and Shi'ite Politics in Modern Lebanon	Roschanack Shaery-Eisenlohr	Comparative Studies in Society and History	51	3	2009-07-01T00:00:00Z	pp. 533-562	Cambridge University Press	fla			
10.2307/25790363	10.2307/25790363	"CULTURE-A-GO-GO": THE GHIRARDELLI SQUARE SCULPTURE CONTROVERSY AND THE LIBERATION OF CIVIC DESIGN IN THE 1960S	Alison Isenberg	Journal of Social History	44	2	2010-01-01T00:00:00Z	pp. 379-412	Oxford University Press	fla		In the early 1960s, historic Ghirardelli Square was crafted from old factory buildings by leading modernist architects, landscape architects, and innumerable allied artists, and to great acclaim emerged from the transformative crosscurrents of the Bay Area in that decade. In 1968 a public controversy over a new sculpture in Ghirardelli stirred latent attitudes towards the Square as a civic place and as an artifact of urban design. Landscape architect Lawrence Halprin's demand for the removal of Ruth Asawa's mermaid sculpture galvanized debate over men's domination of the symbols and design of urban public space. While it began as a formulaic battle over the appropriateness of abstract or representational art, the controversy revealed that a different modernism was at stake, namely the boundaries of feminism, and the presence of women and female sexuality in public places. In the local context, the mermaids offered either a wholesome, maternal alternative to the neighboring topless club scene, or confirmed fears of an encroaching, corrupting public sexuality. Focusing on the Square and sculpture controversy, this essay explores how such civic-commercial sites brokered as well as distilled urban transformation. The generational revolutions in San Francisco and the national experimentations with urban redevelopment were woven together. These two stories of arts and place—the local and the national—intertwined as San Francisco's rebuilding crossed boundaries and redrew distinctions between historical and modern, preservation and renewal, men's and women's realms, art and urban design, benign form and radical content, and civic and commercial space.	
10.2307/25580927	10.2307/25580927	The Vijaya Origin Myth of Sri Lanka and the Strangeness of Kingship	Alan Strathern	Past & Present		203	2009-05-01T00:00:00Z	pp. 3-28	Oxford University Press, The Past and Present Society	fla			
10.2307/25654075	10.2307/25654075	The Decline in Infant Death Rates, 1878–1913: The Role of Early Sickness Insurance Programs	John R. Bowblis	The Journal of Economic History	70	1	2010-03-01T00:00:00Z	pp. 221-232	Cambridge University Press, Economic History Association	fla			
10.2307/40783311	10.2307/40783311	VICTOR KIERNAN	Eric Hobsbawm	Past & Present		208	2010-08-01T00:00:00Z	pp. 3-8	Oxford University Press, The Past and Present Society	fla			
10.2307/20685349	10.2307/20685349	ATTITUDES TOWARDS MENSTRUATION AND MENSTRUAL BLOOD IN ELIZABETHAN ENGLAND	Bethan Hindson	Journal of Social History	43	1	2009-10-01T00:00:00Z	pp. 89-114	Oxford University Press	fla		Menstruation and menstrual blood are topics that have been neglected by many historians yet they are vital concepts to use in understanding early modern society. This article attempts to resolve this tack of historiographical coverage by offering a concise analysis and discussion of the flux and its consequences in the Elizabethan period—an age that, in many ways, was torn between tradition and innovation. In doing so, it covers issues such as conception, phlebotomy, gender and health. The article, however, is by no means comprehensive—such is made impossible by the vast range of attitudes and considerable ambiguity with which menstruation and menstrual blood were treated. However, it does provide the first step in discovering more about this little-discussed but deeply significant flux, which future historians may build upon and use to inform their understandings of the early modern period.	
10.2307/40263598	10.2307/40263598	Planning the Peace and Enforcing the Surrender: Deterrence in the Allied Occupations of Germany and Japan	Melissa Willard-Foster	The Journal of Interdisciplinary History	40	1	2009-07-01T00:00:00Z	pp. 33-56	The MIT Press	fla		Much is known about the efforts of the United States to democratize, reconstruct, and deliver humanitarian aid to Germany and Japan after their defeat in World War II. Much less is known about the willingness of the United States to use coercive tactics to deter and counter resistance to its military occupation of the two countries. Many of the scholars and politicians who consider the occupations of Germany and Japan to be models for success, largely because of their peaceful outcomes, often overlook the initial period of occupation, in which latent violence figured prominently. An understanding of this early period, however, is crucial to assessing the determinants of peace.	
10.2307/40783262	10.2307/40783262	'A PIN TO SEE THE PEEPSHOW': CULTURE, FICTION AND SELFHOOD IN EDITH THOMPSON'S LETTERS, 1921-1922	Matt Houlbrook	Past & Present		207	2010-05-01T00:00:00Z	pp. 215-249	Oxford University Press, The Past and Present Society	fla			
10.2307/40543353	10.2307/40543353	So Many Choices, so Little Time: Strategies for Understanding and Taking Multiple-Choice Exams in History	Robert Blackey	The History Teacher	43	1	2009-11-01T00:00:00Z	pp. 53-66	Society for History Education	fla			
10.2307/40586922	10.2307/40586922	EPISTOLARY CEREMONIAL: CORRESPONDING STATUS AT THE TIME OF LOUIS XIV	Giora Sternberg	Past & Present		204	2009-08-01T00:00:00Z	pp. 33-88	Oxford University Press, The Past and Present Society	fla			
10.2307/20542960	10.2307/20542960	Material Progress and the Challenge of Affluence in Seventeenth-Century England	Paul Slack	The Economic History Review	62	3	2009-08-01T00:00:00Z	pp. 576-603	Economic History Society, Wiley	fla		In the later seventeenth century, material progress was first identified in England as a recent achievement with boundless future promise, and it was welcomed despite fears about the threats that it was perceived to present to national and personal well-being. The article investigates the roots of that confidence, and finds them in political economy and other intellectual developments that shaped interpretations of changing standards of living. The civic and moral 'challenge of affluence' was fully recognized but never resolved. Progress was accepted, and had to be defended in war-time, as the route to general happiness, 'ease', and plenty.	
10.2307/40984784	10.2307/40984784	Accounting for the Traffic in Africans: Transport Costs on Slaving Voyages	David Eltis, Frank D. Lewis, Kimberly McIntyre	The Journal of Economic History	70	4	2010-12-01T00:00:00Z	pp. 940-963	Cambridge University Press, Economic History Association	fla		Relying mainly on the manuscript records of the Royal African Company, we explore the factors that contributed to the large gap between slave prices in Africa and the Caribbean. Twenty-two voyages from the mid-1680s are analyzed. These were conducted with hired ships and the payments to the shipowners and captains were recorded. In addition to transport costs, mortality and morbidity had a big effect on slave prices; while the earnings from the trade in gold and ivory had a moderating influence. The effect of mortality and transport costs on slave prices during the eighteenth century is also explored.	
10.2307/25621441	10.2307/25621441	Photographic Ambivalence and Historical Consciousness	Michael S. Roth	History and Theory	48	4	2009-12-01T00:00:00Z	pp. 82-94	Wesleyan University, Wiley	fla		This essay focuses on three topics that arose at the Photography and Historical Interpretation conference: photography's incapacity to conceive duration; photography and the "rim of ontological uncertainty;" photography's "anthropological revolution." In the late nineteenth century, blindness to duration was conceptualized as the cost of photographic precision. Since the late twentieth century, blindness to our own desires, or inauthenticity, has been underlined as the price of photographic ubiquity. These forms of blindness, however, are not so much disabilities to be overcome as they are aspects of modern consciousness to be acknowledged. The engagement with photography's impact on historical consciousness gives rise to reconsiderations of temporal extension and to the difficulties of acknowledging one's desires in an increasingly open and fractured social field. Photography's indexicality combined with its reproducibility gives rise to photographic ambivalence. As with other forms of ambivalence, we should be less concerned with diluting its constitutive tensions than with learning to live with its conflicted possibilities.	
10.2307/40264159	10.2307/40264159	The Anti-Corn Law League and British Anti-Slavery in Transatlantic Perspective, 1838-1846	Simon Morgan	The Historical Journal	52	1	2009-03-01T00:00:00Z	pp. 87-107	Cambridge University Press	fla		This article reassesses relations between the free-trade and anti-slavery movements in the mid-nineteenth century. It places well-known controversies over the removal of preferential import duties on free-grown sugar into the context of a broader and more complex relationship, in which the Anti-Corn Law League borrowed many of the tactics pioneered by the abolitionists, while also attempting to assume antislavery's mantle of moral reform. In particular, the article situates the campaigns in a transatlantic context complicated by the domestic agendas of American anti-slavery groups and southern cotton growers, both of whom tried to take advantage of the British free-trade movement for their own ends. Finally, it is argued that the apparent success of the League in forcing the repeal of the Corn Laws in 184.6 not only contributed to the decline of anti-slavery as an effective extra-parliamentary movement, but also ensured that other moral reform campaigns such as the peace movement were forced to adopt the language and tactics of free-trade liberalism to survive, generating a lasting legacy that came to fruition with the emergence of the Gladstonian liberal Party.	
10.2307/40929869	10.2307/40929869	Errors expected: the culture of credit in rural New England, 1750-1800	DANIEL VICKERS	The Economic History Review	63	4	2010-11-01T00:00:00Z	pp. 1032-1057	Economic History Society, Wiley	fla		This article uses farm diaries from eighteenth-century New England recast as account books in order to describe more accurately the rules of exchange and the culture of credit that prevailed in early America. This culture, which was postmedieval yet pre-modern, derived its fundamental characteristics from the fact that it connected participants who dealt with one another as formal equals before the law. It employed strategies inside and outside the market, and, rather than embracing or rejecting commercial activity, aimed to use whatever means necessary to achieve for householders the goal of comfortable independence.	
10.2307/40543295	10.2307/40543295	Harry Potter and the Ghost Teacher: Resurrecting the Lost Art of Lecturing	Kathryn N. McDaniel	The History Teacher	43	2	2010-02-01T00:00:00Z	pp. 289-295	Society for History Education	fla			
10.2307/40270345	10.2307/40270345	Genealogy of Colonial Discourse: Hindu Traditions and the Limits of European Representation	Raf Gelders	Comparative Studies in Society and History	51	3	2009-07-01T00:00:00Z	pp. 563-589	Cambridge University Press	fla			
10.2307/27917308	10.2307/27917308	Banks on Board: German and American Corporate Governance, 1870–1914	Jeffrey Fear, Christopher Kobrak	The Business History Review	84	4	2010-12-01T00:00:00Z	pp. 703-736	The President and Fellows of Harvard College	fla		This examination of the foundations of German and American corporate governance highlights the role of money-centered banks, both as board members in large corporations and as intermediaries on the stock exchange. German banks, by acting as surrogate regulators, became institutional stabilizers, and German regulators encouraged banks to participate in corporate boards in order to overcome agency problems in firms and to control speculation. American investment banks, prior to 1914, often managed to overcome regulatory obstacles, which enabled them to wield more power over corporations than their legendary German counterparts. American banks had more opportunities to intervene in the event of panics, bankruptcies, foreign investment, and corporate consolidation. In contrast to Germany, the United States increasingly imposed regulations that circumscribed the supervisory role of banks as board members.	
10.2307/40543289	10.2307/40543289	Assessment Strategies for a History Exam, or, Why Short-Answer Questions Are Better than In-Class Essays	Alexander Maxwell	The History Teacher	43	2	2010-02-01T00:00:00Z	pp. 233-245	Society for History Education	fla			
10.2307/40661836	10.2307/40661836	Teaching U.S. History in Russia: Issues, Challenges, and Prospects	Ivan I. Kurilia, Victoria I. Zhuravleva	The Journal of American History	96	4	2010-03-01T00:00:00Z	pp. 1138-1144	Organization of American Historians	fla			
10.2307/40959936	10.2307/40959936	The Northern United States and the Genesis of Racial Lynching: The Lynching of African Americans in the Civil War Era	Michael J. Pfeifer	The Journal of American History	97	3	2010-12-01T00:00:00Z	pp. 621-635	Organization of American Historians	fla			
10.2307/27917305	10.2307/27917305	The "Varieties of Capitalism" Approach as an Analytical Tool for Business Historians	Martin Jes Iversen	The Business History Review	84	4	2010-12-01T00:00:00Z	pp. 664-666	The President and Fellows of Harvard College	fla			
10.2307/25478814	10.2307/25478814	The Aim of Interpretation Is to Create Perplexity in the Face of the Real: Hayden White in Conversation with Erlend Rogne	Hayden White, Erlend Rogne	History and Theory	48	1	2009-02-01T00:00:00Z	pp. 63-75	Wesleyan University, Wiley	fla			
10.2307/25643884	10.2307/25643884	THE EARL OF EGLINTON, SCOTTISH CONSERVATISM, AND THE NATIONAL ASSOCIATION FOR THE VINDICATION OF SCOTTISH RIGHTS	ALEX TYRRELL	The Historical Journal	53	1	2010-03-01T00:00:00Z	pp. 87-107	Cambridge University Press	fla		This article re-evaluates the role and importance of the thirteenth earl of Eglinton as president of the National Association for the Vindication of Scottish Rights (NAVSR). Departing from the established historiography, which depicts his career as a romantic absurdity because of his organization of a medieval tournament in 1839, it shows Eglinton to have been a political figure of substance, who played a significant role in public life during the mid-Victorian era. The article emphasizes the importance of 'administrative devolution' as a feature of long-term Conservative political thought and points to activities of Eglinton and his circle as an example of the need to give more weight to the importance of Conservatives in modern Scottish history.	
10.2307/40603076	10.2307/40603076	Medical Modernization and Medical Nationalism: Resistance to Mass Tuberculosis Vaccination in Postcolonial India, 1948—1955	CHRISTIAN W. MCMILLEN, NIELS BRIMNES	Comparative Studies in Society and History	52	1	2010-01-01T00:00:00Z	pp. 180-209	Cambridge University Press	fla			
10.2307/40538845	10.2307/40538845	Bottles for Beer: The Business of Technological Innovation in Mexico, 1890-1920	Edward Beatty	The Business History Review	83	2	2009-07-01T00:00:00Z	pp. 317-348	The President and Fellows of Harvard College	fla		Successful technological change in countries outside the northern Atlantic during the nineteenth and early twentieth centuries depended on entrepreneurial skills, not inventive expertise. In this examination of the Owens automatic glass-bottleblowing machine in Mexico between 1905 and 1912, innovation is seen to have occurred within a broad context of incipient social and economic modernization. Although the obstacles encountered by technology importers and innovators were both substantial and stubbornly persistent, in this case, they turned out to be malleable.	
10.2307/27771527	10.2307/27771527	The debts of James VI of Scotland	JULIAN GOODARE	The Economic History Review	62	4	2009-11-01T00:00:00Z	pp. 926-952	Economic History Society, Wiley	fla		James VI (1567–1625) was chronically indebted, and this caused him frequent problems. This article presents two series of systematic data that together indicate the main contours of his indebtedness: (1) end-of-year deficits, and (2) hived-off debts which the Crown left unpaid for long periods (sometimes permanently). The hived-off debts, reconstructed individually, constitute a narrative of fiscal policy-making. Instead of a large and catastrophic bankruptcy, James in effect had numerous small bankruptcies. He benefited from an emerging structure of Scottish domestic credit. He eventually repaid many of his debts after succeeding to the English throne in 1603.	
10.2307/27771616	10.2307/27771616	Illegitimacy, paternal financial responsibility, and the 1834 Poor Law Commission Report: the myth of the old poor law and the making of the new	THOMAS NUTT	The Economic History Review	63	2	2010-05-01T00:00:00Z	pp. 335-361	Economic History Society, Wiley	fla		The new poor law's bastardy clauses were amongst the most contested of the 1834 Act, and their unpopularity led to their (partial) reversal by 1844. The issue of paternal financial responsibility for the maintenance of illegitimate children was central to the reforms, and this article uses the Rural and Town Queries to show how parishes could enforce this responsibility effectively. This evidence could have been used as an alternative model of reform; instead, the Poor Law Commissioners misrepresented the operation of the law and recommended the abolition of affiliation. Rooted in the writings of Malthus, their proposals proved ultimately impracticable.	
10.2307/40264198	10.2307/40264198	Historical Perspectives on Industrial Development, Mining, and Prostitution	Julia Ann Laite	The Historical Journal	52	3	2009-09-01T00:00:00Z	pp. 739-761	Cambridge University Press	fla		Prostitution has been linked by many historians and social commentators to the industrial development and capitalism of the modern age, and there is no better example of this than the prostitution that developed in mining regions from the mid-nineteenth century. Using research on mining-related prostitution, and other social histories of mining communities where prostitution inevitably forms apart, large or small, of the historian's analysis of the mining region, this article will review, contrast, and compare prostitution in various mining contexts, in different national and colonial settings. From the American and Canadian gold rushes in the mid-and late nineteenth century, to the more established mining frontiers of the later North American West, to the corporate mining towns of Chile in the interwaryears, to the copper and gold mines of southern Africa and Kenya in the first half of the twentieth century, commercial sex was present and prominent as the mining industry and mining communities developed. Challenging the simplistic images and stereotypes of prostitution that are popularly associated with the American mining frontier, historians have shown that prostitution's place in mining communities, and its connection to industrial development, was as complex as it was pervasive and enduring.	
10.2307/25790366	10.2307/25790366	"AFRICA JOINS THE WORLD": THE MISSIONARY IMAGINATION AND THE AFRICA MOTION PICTURE PROJECT IN CENTRAL AFRICA, 1937-9	Glenn Reynolds	Journal of Social History	44	2	2010-01-01T00:00:00Z	pp. 459-479	Oxford University Press	fla		This paper explores the films and filmmaking process of the Africa Motion Picture Project (AMPP) in Central Africa, 1937-39. Involving a missionary film experiment designed to portray Africa 'as it really is' to American churchgoers for fund-raising and recruitment purposes, recently discovered diaries and scrapbooks of the film crew offer a counter-narrative to the early twentieth century stereotypes of Africa guiding the AMPP narratives. Focusing on production issues in the field as well as the final product allows us to resurrect a measure of agency on the part of the colonized, including on-going cultural negotiations, forms of micro-resistance, and demands for remuneration on the part of Africans acting in the films.	
10.2307/25622305	10.2307/25622305	Prospects for "Lincoln 2.5"	Douglas L. Wilson	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 459-461	Organization of American Historians	fla			
10.2307/27917259	10.2307/27917259	Notaries and Credit Markets in Nineteenth-Century Mexico	Juliette Levy	The Business History Review	84	3	2010-10-01T00:00:00Z	pp. 459-478	The President and Fellows of Harvard College	fla		Little is known about the logic of lending transactions and the development of credit markets in Mexico, or the rest of Latin America, prior to banks. We know even less about what role financial intermediaries played in these pre-banking markets, or who these intermediaries were. This article analyzes the intermediary role notaries played in the long-term credit market in Yucatan, in southeastern Mexico, in the nineteenth-century. Using a unique dataset of mortgages from the notarial records in the Yucatan state archive, the article shows that, in the absence of banks, notaries facilitated access to credit, and that, in the institutional and political context of Yucatan, both entrepreneurship and monopoly were being fostered.	
10.2307/40929820	10.2307/40929820	Retail growth and consumer changes in a declining urban economy: Antwerp (1650-1750)	BRUNO BLONDÉ, ILJA VAN DAMME	The Economic History Review	63	3	2010-08-01T00:00:00Z	pp. 638-663	Economic History Society, Wiley	fla		This article examines the interplay between retail changes and transformations in the material culture of Antwerp, a provincial town in the southern Netherlands. We argue that major changes in the eighteenth-century material culture and retail sector were not significantly linked to preconditions of economic growth and urbanization. The Antwerp 'retail paradox' is that of a shrinking economic horizon running parallel to material culture and retail transformations, usually connected to expanding urban economies and societies. Changing retail and consumer practices explain the growing and prospering retail sector, rather than a growing economy.	
10.2307/40662986	10.2307/40662986	Letters to the Editor	Thomas F. Jackson, Stewart Burns	The Journal of American History	97	1	2010-06-01T00:00:00Z	pp. 293-294	Organization of American Historians	fla			
10.2307/41060853	10.2307/41060853	Creating a Paradox: Quobna Ottobah Cugoano and the Slave Trade's Violation of the Principles of Christianity, Reason, and Property Ownership	JEFFREY GUNN	Journal of World History	21	4	2010-12-01T00:00:00Z	pp. 629-656	University of Hawai'i Press	fla		In his groundbreaking narrative Thoughts and Sentiments (1787), Ottobah Cugoano expressed the paradox created by the slave trade that threatened to undermine the social fabric of European slaveholding societies. The commercial procedures involved in the slave trade violated the principles of Christianity, reason, and property ownership, while generating profits for European businesses and governments. The author argues that Cugoano's case for ending the slave trade and abolishing slavery depended on his ability to analyze the slave trade from the vantage points of Christianity, reason, and property ownership in order to counter apologist arguments that supported the slave trade by denying the humanity of Africans. Cugoano forced his European readership into a paradoxical predicament. They could either end the slave trade and actualize their religious, philosophical, and economic principles, or they could allow the slave trade to continue to undermine those principles, thus rendering European societies hypocritical.	
